Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,OriginalTimestamp
lokeshpq1.normal.csv,1.670112,1.245062,0.299071,0.374315,0.225246,6.043815,0.677076,0.571714,0.318887,0.110906,2.068518,1.140786,0.259678,0.221917,0.140275,2.848329,0.458948,0.338142,0.355554,0.209933,0.708463,0.370804,0.232444,0.226307,0.140722,141.938263,32.070587,6.084345,2.023372,0.423967,0.420051,0.302166,0.075273,0.120006,0.065031,0.998059,1.586585,0.199962,0.235333,0.097716,1.226483,0.697419,0.203591,0.222659,0.092317,2.000173,0.868231,0.10288,0.318304,0.102176,7.188409,5.291311,0.331863,0.324024,0.207074,3.422873,3.479304,0.362357,0.350104,0.182727,60.709854,14.357485,1.022941,0.823481,0.344194,3.971256,2.30603,0.546886,0.469466,0.286007,
lokeshpq1.normal.csv,1.768658,1.088949,0.276207,0.339008,0.211152,7.364475,0.849195,0.608004,0.312372,0.119681,1.780965,1.146204,0.227043,0.228426,0.126031,2.907315,0.50054,0.369925,0.353413,0.210922,0.694723,0.341982,0.18136,0.21155,0.132878,111.101166,33.228416,4.02334,1.513267,0.365878,0.465069,0.344998,0.08971,0.126194,0.076526,0.984295,1.60195,0.234827,0.231336,0.085346,1.114216,0.781609,0.277075,0.211867,0.083614,2.034665,1.073128,0.153631,0.323942,0.1042,6.140295,5.507952,0.460766,0.300746,0.190796,3.581816,3.605525,0.347702,0.36937,0.17734,56.817699,15.047234,1.1002,0.799456,0.32939,3.966134,2.9244,0.458624,0.472153,0.2643,
lokeshpq1.normal.csv,1.844657,0.950964,0.35186,0.304318,0.196919,9.473839,1.039599,0.696521,0.293112,0.134241,1.676854,1.102862,0.290997,0.226335,0.115691,3.009366,0.547679,0.485202,0.34332,0.208719,0.666946,0.307631,0.156144,0.185192,0.128679,131.36293,35.521732,3.844666,1.299989,0.368341,0.552236,0.370652,0.119464,0.129476,0.086663,1.032513,1.496345,0.343439,0.228205,0.076774,0.923106,0.840903,0.397695,0.203223,0.079629,2.0596,1.285206,0.26673,0.31615,0.112017,5.385806,5.434892,0.742009,0.275577,0.17789,3.794014,3.506258,0.470243,0.369511,0.176595,46.460079,14.472749,1.200901,0.7239,0.30198,4.259918,3.655437,0.563623,0.486498,0.242757,
lokeshpq1.normal.csv,1.922056,0.921736,0.540611,0.276899,0.189646,12.053931,1.274518,0.883625,0.269559,0.153602,1.87205,1.058472,0.446174,0.214903,0.113558,3.032019,0.600206,0.692313,0.330106,0.208063,0.616369,0.27343,0.175583,0.157256,0.133448,198.004211,40.209908,5.828691,1.376416,0.419302,0.667776,0.368905,0.173989,0.130555,0.092384,1.109008,1.30032,0.529588,0.223548,0.07326,0.726396,0.868268,0.570176,0.19294,0.080799,2.138278,1.478433,0.437904,0.29287,0.124632,4.887024,5.229586,1.176377,0.254771,0.171534,4.161247,3.265821,0.708601,0.347498,0.184448,34.926712,13.08264,1.331834,0.618589,0.270474,4.868185,4.321838,0.847944,0.496616,0.228941,
lokeshpq1.normal.csv,2.063827,1.059153,0.816595,0.258574,0.193709,14.408018,1.629244,1.183278,0.253718,0.177004,2.422486,1.075059,0.662508,0.195724,0.120398,2.958344,0.674332,0.970296,0.31902,0.211742,0.553377,0.248103,0.245373,0.139751,0.149305,283.420441,47.554653,9.42548,1.662446,0.49365,0.801792,0.342856,0.258163,0.130388,0.092595,1.204412,1.067547,0.761922,0.21425,0.074034,0.599959,0.863435,0.768937,0.177872,0.086313,2.340059,1.643981,0.634878,0.257182,0.140946,4.823673,5.097681,1.708498,0.248604,0.17307,4.780143,3.050384,1.006855,0.307283,0.201766,23.679174,11.58509,1.477994,0.518534,0.247405,5.991972,4.846473,1.263414,0.501003,0.230548,
lokeshpq1.normal.csv,2.344795,1.332389,1.117409,0.248633,0.207931,16.715454,2.194752,1.546756,0.255514,0.202012,3.334061,1.178655,0.88812,0.173351,0.133424,2.775158,0.766822,1.266853,0.313528,0.218899,0.499592,0.2383,0.351863,0.140624,0.172899,359.359467,56.406437,13.435837,2.066522,0.565227,0.921781,0.308236,0.365742,0.129801,0.088688,1.340582,0.858731,0.984065,0.198979,0.077782,0.640779,0.827538,0.949434,0.159045,0.094435,2.749844,1.761299,0.808526,0.216701,0.159776,5.419025,5.136098,2.229952,0.266082,0.179959,5.787951,2.960307,1.290866,0.260258,0.225046,17.707186,10.447839,1.611487,0.447019,0.238307,7.900673,5.164883,1.710099,0.509335,0.250229,
lokeshpq1.normal.csv,2.867307,1.632387,1.361599,0.244855,0.226439,19.149702,3.02826,1.876649,0.276167,0.223775,4.566425,1.335557,1.058634,0.153128,0.147229,2.612168,0.854062,1.503473,0.311284,0.225634,0.496938,0.244396,0.463704,0.159068,0.196235,403.093201,64.177299,16.564322,2.47278,0.610688,1.052806,0.283245,0.479145,0.129105,0.083633,1.607155,0.723763,1.134755,0.17991,0.083379,0.911614,0.770089,1.069671,0.141381,0.10329,3.36561,1.803972,0.919786,0.181459,0.179174,6.8084,5.244464,2.622189,0.310344,0.187406,7.348102,2.98191,1.483872,0.222493,0.247005,15.515464,9.626299,1.701107,0.412119,0.23989,10.298409,5.201859,2.0787,0.535308,0.281907,
lokeshpq1.normal.csv,3.647044,1.834843,1.474844,0.243649,0.240698,21.578485,4.038293,2.04955,0.307004,0.235708,6.012497,1.484502,1.120324,0.139628,0.15674,2.541899,0.903418,1.601747,0.307495,0.226719,0.563461,0.25702,0.542303,0.186047,0.210122,400.406281,69.003128,17.761246,2.743968,0.613878,1.162144,0.281883,0.572115,0.128071,0.080711,2.051444,0.692482,1.1717,0.161444,0.090367,1.402142,0.710934,1.099428,0.131997,0.11169,4.205524,1.766316,0.946357,0.159129,0.197399,8.610954,5.254357,2.787036,0.37416,0.192142,9.541362,3.042494,1.526576,0.207738,0.260265,16.426895,8.78309,1.73223,0.408639,0.244355,13.683885,4.971162,2.260752,0.581184,0.313007,
lokeshpq1.normal.csv,4.622196,1.878119,1.439384,0.243166,0.244799,23.800203,5.005372,1.986195,0.333072,0.233064,7.479681,1.573968,1.058391,0.135393,0.161723,2.547858,0.898727,1.521761,0.297338,0.22111,0.715532,0.266585,0.56143,0.209112,0.209182,354.179321,70.289391,16.626734,2.785093,0.573111,1.291527,0.307097,0.619317,0.127864,0.082134,2.597959,0.75805,1.086332,0.148342,0.098549,1.978922,0.671655,1.034657,0.137988,0.120142,5.017232,1.652116,0.891941,0.153903,0.215156,10.746247,5.012495,2.700272,0.444555,0.197805,12.039686,3.059176,1.41593,0.222933,0.26388,17.715561,7.684771,1.717596,0.424579,0.247472,17.072666,4.585875,2.223412,0.63679,0.333209,
lokeshpq1.normal.csv,5.622434,1.782738,1.289062,0.247284,0.240141,25.935827,5.558706,1.696545,0.343948,0.216639,8.726801,1.581203,0.90061,0.141682,0.167167,2.604448,0.850072,1.285274,0.281244,0.214757,0.913109,0.27227,0.515833,0.219723,0.194136,280.33075,68.762367,13.661433,2.584528,0.501292,1.399447,0.347103,0.60509,0.130495,0.08803,3.147675,0.878175,0.909391,0.145492,0.107147,2.526245,0.661726,0.902572,0.16388,0.130184,5.699035,1.480388,0.788412,0.169425,0.234813,12.457616,4.48429,2.406858,0.512958,0.214101,14.45418,2.983299,1.201494,0.269406,0.264277,18.607063,6.504689,1.691895,0.456016,0.253202,20.92104,4.147822,2.043578,0.693411,0.340581,
lokeshpq1.normal.csv,6.3241,1.596067,1.083112,0.261518,0.233343,32.223808,5.623375,1.270727,0.342744,0.192938,9.418593,1.507689,0.700056,0.158853,0.180026,2.620687,0.772896,0.963279,0.265817,0.216787,1.137064,0.277807,0.424184,0.217456,0.170902,202.578873,65.662163,10.054772,2.21231,0.419814,1.473953,0.380316,0.532301,0.138744,0.096848,3.519875,0.989828,0.693523,0.155914,0.114918,2.85811,0.669353,0.740313,0.210026,0.143042,5.982653,1.257907,0.666006,0.208404,0.257825,13.465756,3.691124,1.997441,0.576901,0.251129,16.02202,2.781041,0.955698,0.3424,0.271136,19.964792,5.278206,1.665353,0.502971,0.269024,24.224403,3.734578,1.84511,0.747327,0.339474,
lokeshpq1.normal.csv,6.4455,1.378362,0.880221,0.285091,0.232002,52.30735,5.462896,0.847141,0.341311,0.171501,9.336028,1.367097,0.512047,0.184111,0.205104,2.530156,0.694547,0.65703,0.257936,0.233904,1.431992,0.287153,0.318296,0.207255,0.148191,142.048676,61.613922,7.004667,1.78028,0.350215,1.484774,0.385434,0.42142,0.153191,0.106667,3.526533,1.040439,0.493972,0.178456,0.120706,2.890143,0.680629,0.587305,0.269878,0.158854,5.767999,1.019029,0.550386,0.267548,0.282913,13.283176,2.750469,1.586142,0.635125,0.313154,16.165611,2.47211,0.746749,0.429367,0.292325,22.240261,4.244725,1.64655,0.560661,0.300471,26.91111,3.444824,1.729877,0.798705,0.336703,
lokeshpq1.normal.csv,5.897788,1.190665,0.717816,0.308494,0.238713,91.796043,5.438402,0.570508,0.351016,0.160682,8.427082,1.189522,0.37079,0.211599,0.240948,2.334184,0.655029,0.445995,0.259877,0.264658,1.901416,0.308253,0.228738,0.197191,0.134194,106.006622,56.280243,5.175776,1.392797,0.30468,1.427454,0.354428,0.301212,0.171093,0.115797,3.21367,1.010972,0.347189,0.20742,0.124341,2.661382,0.683969,0.46617,0.33114,0.176069,5.084974,0.810017,0.452971,0.336076,0.305732,12.022085,1.838784,1.24849,0.678716,0.393105,14.706577,2.123811,0.607741,0.510278,0.328066,25.004507,3.66621,1.625418,0.613954,0.345299,27.678654,3.367755,1.710198,0.84394,0.337999,
lokeshpq1.normal.csv,4.891129,1.052935,0.599845,0.320153,0.249797,149.875488,5.888619,0.533809,0.376983,0.164477,6.972598,0.994744,0.283806,0.234007,0.279807,2.201377,0.668873,0.357921,0.269728,0.299899,2.693478,0.34133,0.172741,0.19281,0.132975,90.168121,48.879391,4.594172,1.107777,0.282081,1.324039,0.2958,0.199908,0.186914,0.123477,2.543298,0.929745,0.259149,0.233795,0.127403,2.296712,0.668668,0.379914,0.379098,0.192447,4.079288,0.661164,0.375045,0.398465,0.321731,9.959943,1.134934,0.991382,0.694564,0.475001,11.991729,1.790215,0.529014,0.563615,0.370784,27.156868,3.607526,1.595407,0.646473,0.394249,26.84519,3.549812,1.722113,0.868866,0.346754,
lokeshpq1.normal.csv,3.842474,0.96356,0.512066,0.314817,0.258994,219.257431,6.81574,0.766237,0.419756,0.18063,5.367133,0.810132,0.24593,0.247131,0.311264,2.393729,0.739493,0.369028,0.283141,0.327251,3.885082,0.381122,0.154048,0.194094,0.142531,85.370468,39.352966,4.954708,0.949739,0.275153,1.244227,0.231636,0.135517,0.194471,0.13057,1.906703,0.84848,0.226032,0.248722,0.133036,2.083083,0.640799,0.329684,0.402783,0.20727,3.195781,0.586092,0.326587,0.440935,0.329587,7.717257,0.718211,0.808984,0.674992,0.541737,8.90712,1.52313,0.493376,0.575513,0.408836,30.242598,4.048642,1.570316,0.648703,0.43507,24.327194,3.91079,1.698931,0.85838,0.365304,
lokeshpq1.normal.csv,3.090235,0.8889,0.436971,0.294913,0.261476,290.960571,8.380667,1.266771,0.471006,0.202112,4.049802,0.645017,0.24638,0.250513,0.326597,3.07001,0.841409,0.426249,0.293945,0.337334,5.37012,0.419208,0.164455,0.196805,0.156991,86.420876,29.506769,5.999946,0.972288,0.283971,1.190657,0.18887,0.113074,0.189814,0.13865,1.382146,0.809069,0.231124,0.245966,0.143905,2.112514,0.607065,0.313334,0.398015,0.221855,2.628759,0.560361,0.309516,0.455378,0.332771,5.708611,0.526235,0.67557,0.624324,0.582541,6.312514,1.301298,0.483684,0.544727,0.432421,33.042721,4.86512,1.573322,0.621152,0.45927,20.525883,4.233655,1.610928,0.808853,0.393423,
lokeshpq1.normal.csv,2.906574,0.796529,0.373819,0.267888,0.256645,358.823486,10.221693,1.977868,0.519856,0.220879,3.311362,0.495973,0.277785,0.247022,0.322535,4.202041,0.939139,0.482366,0.296864,0.328103,6.917538,0.448789,0.192103,0.196169,0.171169,94.073647,22.919237,7.847627,1.254088,0.320092,1.200259,0.18291,0.123843,0.173348,0.148094,1.223863,0.824614,0.25907,0.225525,0.159761,2.399063,0.571864,0.330869,0.368259,0.237839,2.511746,0.544725,0.325129,0.441156,0.335914,4.352233,0.440992,0.581259,0.554495,0.595116,5.046214,1.099461,0.499367,0.482646,0.437048,37.37075,5.780512,1.604013,0.571135,0.46397,16.360826,4.338658,1.482103,0.737874,0.428555,
lokeshpq1.normal.csv,3.16838,0.686577,0.325939,0.24233,0.24991,422.820557,12.142097,2.769217,0.555142,0.231781,3.139588,0.370732,0.328111,0.239526,0.30218,5.435883,0.997796,0.508333,0.288959,0.30565,8.184423,0.468262,0.222901,0.191418,0.182951,108.999527,22.648678,10.422157,1.815788,0.393431,1.225003,0.211334,0.151873,0.148204,0.15771,1.313009,0.874327,0.291551,0.19292,0.176821,2.758783,0.533416,0.37121,0.322284,0.255486,2.661877,0.515601,0.365185,0.404269,0.340846,3.541053,0.381175,0.516349,0.47867,0.58381,5.04388,0.934976,0.537104,0.405779,0.423685,40.528183,6.4578,1.644457,0.508975,0.451432,12.199738,4.221808,1.343462,0.682253,0.464821,
lokeshpq1.normal.csv,3.641264,0.584383,0.288042,0.224756,0.250409,471.084167,13.794821,3.437392,0.573239,0.234629,3.312171,0.287286,0.374598,0.231057,0.27584,6.353834,0.991362,0.496182,0.272216,0.282846,8.828745,0.479249,0.244038,0.185567,0.19359,131.809113,29.766169,13.281606,2.557745,0.498801,1.21211,0.256307,0.183063,0.118901,0.167036,1.515949,0.909056,0.306664,0.156021,0.190471,2.952183,0.488498,0.412175,0.270211,0.273776,2.823242,0.477872,0.407376,0.354196,0.345477,3.181241,0.330977,0.477356,0.408925,0.557718,6.025942,0.849764,0.579859,0.330468,0.399512,43.088997,6.649294,1.638616,0.44118,0.428092,9.319886,4.015317,1.233172,0.669387,0.494819,
lokeshpq1.normal.csv,3.95323,0.516591,0.254648,0.219801,0.265236,504.646881,14.997414,3.791729,0.573156,0.232916,3.535412,0.248285,0.397284,0.22463,0.256134,6.575279,0.914044,0.456755,0.254263,0.273367,8.766627,0.484567,0.246992,0.185499,0.205826,150.395111,42.706516,15.557351,3.293125,0.615144,1.138783,0.304354,0.208909,0.091397,0.177457,1.683933,0.884312,0.290224,0.125616,0.197743,2.864039,0.429382,0.4308,0.221623,0.290257,2.828146,0.446167,0.429215,0.299901,0.345131,2.991198,0.315874,0.449211,0.353442,0.525037,7.148273,0.855307,0.606885,0.271033,0.373516,42.375053,6.338697,1.533685,0.37899,0.401199,7.389004,3.869825,1.163301,0.700051,0.510853,
lokeshpq1.normal.csv,3.961225,0.492112,0.227661,0.230088,0.295213,530.802673,15.498557,3.707128,0.557223,0.231575,3.612979,0.245407,0.380501,0.222035,0.251013,5.906214,0.781989,0.408411,0.2442,0.284564,8.075076,0.481472,0.228728,0.198932,0.221678,165.790298,57.917938,16.430637,3.81162,0.713059,1.031826,0.352246,0.225288,0.070594,0.190512,1.733742,0.791919,0.247037,0.110728,0.19818,2.494433,0.366996,0.418428,0.182902,0.30106,2.575688,0.458133,0.417647,0.247329,0.335771,2.840666,0.401795,0.416455,0.316898,0.489845,7.976543,0.934085,0.59611,0.236418,0.352017,39.606384,5.715688,1.328686,0.343085,0.376622,6.870484,3.905593,1.128938,0.749797,0.506938,
lokeshpq1.normal.csv,3.755014,0.514876,0.221319,0.25595,0.333565,524.21283,15.345591,3.233578,0.52705,0.234172,3.668745,0.279467,0.329611,0.223147,0.259367,4.806525,0.633118,0.368014,0.248146,0.313592,7.24063,0.467474,0.195524,0.22793,0.240807,169.373688,70.545883,15.469017,3.969249,0.76694,1.023635,0.407263,0.232283,0.058521,0.205502,1.817336,0.663223,0.193607,0.114488,0.193176,2.167915,0.325009,0.379459,0.157596,0.30187,2.394796,0.550662,0.373528,0.200464,0.316573,2.880733,0.672184,0.374361,0.302455,0.451918,8.318059,1.041121,0.544182,0.229263,0.33529,33.833969,5.026409,1.077414,0.354301,0.356665,6.30278,4.118884,1.106419,0.780669,0.481299,
lokeshpq1.normal.csv,3.340658,0.586495,0.242473,0.292381,0.370478,479.901459,14.950771,2.524778,0.483116,0.241046,3.636099,0.359411,0.260993,0.224366,0.273083,3.421208,0.505137,0.343608,0.262753,0.348597,6.152655,0.440209,0.158882,0.265836,0.260911,163.183105,76.452927,12.795806,3.748045,0.763099,1.085536,0.478173,0.231831,0.054338,0.218798,1.85965,0.545536,0.147638,0.132894,0.184847,1.884804,0.323271,0.327402,0.146902,0.29042,2.193662,0.724481,0.307686,0.162767,0.291062,3.224631,1.179968,0.327653,0.310317,0.40943,8.185162,1.152081,0.463519,0.242873,0.319434,27.453417,4.532473,0.847533,0.415973,0.339539,6.651165,4.370309,1.075733,0.771304,0.438185,
lokeshpq1.normal.csv,2.914567,0.696286,0.29048,0.329697,0.399891,416.810394,14.755507,1.778224,0.431648,0.250184,3.687731,0.491032,0.209241,0.223058,0.282286,2.367472,0.427063,0.338121,0.279026,0.374774,5.253691,0.397948,0.132029,0.300035,0.278465,146.623596,73.652069,9.251066,3.253721,0.704066,1.207928,0.56234,0.227888,0.055547,0.225325,1.897153,0.474195,0.122009,0.159042,0.174857,1.794735,0.375974,0.286344,0.150288,0.267698,2.143664,0.946549,0.243512,0.138588,0.264921,3.813874,1.883241,0.298707,0.338444,0.362802,7.834028,1.274986,0.397316,0.267195,0.300903,20.979723,4.448834,0.702297,0.509667,0.322621,6.551181,4.550856,1.05997,0.743638,0.38682,
lokeshpq1.normal.csv,2.546728,0.840946,0.350771,0.35809,0.421383,330.154602,15.097453,1.173502,0.381509,0.258157,3.81428,0.687151,0.202108,0.219286,0.279496,2.141707,0.414126,0.349882,0.284993,0.380336,4.407165,0.344073,0.121972,0.317867,0.289248,124.244209,63.183521,5.841812,2.655118,0.608551,1.335352,0.642802,0.223746,0.059277,0.221051,1.930256,0.460805,0.120666,0.186435,0.163904,1.817399,0.489762,0.281565,0.164498,0.236622,2.116409,1.16415,0.203656,0.132221,0.242053,4.518517,2.661072,0.313546,0.381783,0.315163,7.469105,1.44409,0.38428,0.293125,0.277426,14.65967,4.787138,0.675516,0.604005,0.304243,6.89521,4.68228,1.108328,0.743712,0.338064,
lokeshpq1.normal.csv,2.343772,1.028121,0.397034,0.367599,0.437399,243.238235,15.79888,0.781289,0.341135,0.261189,4.011016,0.957531,0.248319,0.214345,0.262429,3.047379,0.465531,0.373658,0.272871,0.360982,3.408298,0.298715,0.128895,0.312284,0.290181,103.146095,48.672752,3.380422,2.102576,0.503689,1.373498,0.695396,0.220471,0.062857,0.204979,1.841769,0.491238,0.139139,0.209363,0.152242,1.849643,0.654937,0.318443,0.183135,0.201291,2.111959,1.326414,0.195797,0.142901,0.224066,5.161107,3.330147,0.379225,0.431949,0.27087,7.395171,1.690693,0.43428,0.313682,0.248894,10.819583,5.345718,0.760666,0.668411,0.284723,7.133803,4.699606,1.245824,0.802589,0.300871,
lokeshpq1.normal.csv,2.322562,1.251723,0.418047,0.353807,0.449638,162.813126,16.516497,0.613055,0.322639,0.257166,4.216656,1.283512,0.339057,0.209969,0.234411,5.303973,0.575483,0.402104,0.244476,0.322641,2.494205,0.277853,0.147201,0.288369,0.282507,91.132385,34.459332,2.217186,1.67952,0.415328,1.313352,0.699444,0.21653,0.063887,0.17935,1.753736,0.543062,0.164818,0.22252,0.14075,1.862777,0.846432,0.380597,0.19809,0.166589,2.116594,1.406772,0.219298,0.163875,0.210521,5.691636,3.746877,0.482179,0.477037,0.234019,7.633446,2.017533,0.531265,0.323619,0.219081,7.458717,5.922132,0.888168,0.684952,0.266886,7.85114,4.551406,1.453041,0.914729,0.28023,
lokeshpq1.normal.csv,2.536616,1.497533,0.430606,0.32216,0.45664,100.458588,16.359528,0.606043,0.326826,0.246005,4.426692,1.629843,0.450069,0.207147,0.202461,9.01273,0.731393,0.433,0.2065,0.27795,1.641521,0.294055,0.174452,0.259355,0.270438,91.604065,23.854706,2.09599,1.392268,0.357779,1.132632,0.647472,0.208204,0.061179,0.148928,1.581576,0.597481,0.184955,0.22347,0.13179,1.842218,1.030079,0.441536,0.202309,0.137066,2.179827,1.413411,0.264731,0.185103,0.200476,6.146565,3.829457,0.608008,0.505354,0.207781,8.194467,2.387305,0.644118,0.321971,0.194647,6.162751,6.471695,1.006791,0.652861,0.254609,8.592556,4.202672,1.652361,1.042404,0.276594,
lokeshpq1.normal.csv,2.943607,1.711238,0.463897,0.286844,0.453747,67.822105,14.954733,0.676293,0.349073,0.229147,4.619221,1.922699,0.553709,0.206024,0.174646,13.292222,0.887242,0.463066,0.169896,0.239741,1.283409,0.339198,0.216142,0.239452,0.25875,103.390045,18.083059,2.393616,1.202544,0.329274,0.89782,0.549972,0.192954,0.056173,0.119596,1.459301,0.641231,0.192102,0.211927,0.128557,1.901331,1.155213,0.474544,0.192039,0.116502,2.37815,1.365737,0.321091,0.197116,0.194822,6.470145,3.563959,0.747867,0.511675,0.194389,8.767903,2.698611,0.74379,0.31187,0.182608,5.932202,6.934383,1.087771,0.587867,0.251016,10.134105,3.644418,1.775971,1.135642,0.286889,
lokeshpq1.normal.csv,3.534778,1.830439,0.539679,0.264054,0.435192,56.985142,12.601269,0.775046,0.383338,0.208771,4.924846,2.107731,0.626563,0.205902,0.156551,17.05942,1.005912,0.492197,0.144241,0.214799,1.371547,0.386637,0.276174,0.23617,0.251001,122.089546,16.784775,2.767085,1.089764,0.324579,0.650942,0.433204,0.170311,0.051647,0.096505,1.400152,0.671206,0.188815,0.190068,0.13255,2.074294,1.19576,0.467463,0.169171,0.106631,2.696837,1.296302,0.377162,0.196037,0.195239,6.608549,3.066335,0.88572,0.498895,0.19389,9.338461,2.858298,0.808477,0.300444,0.185423,7.161438,7.184816,1.115704,0.512691,0.256979,12.010209,2.940118,1.772786,1.160278,0.305153,
lokeshpq1.normal.csv,4.084123,1.80465,0.654383,0.264338,0.398862,56.423531,9.954943,0.863671,0.418184,0.187433,5.270422,2.15025,0.655907,0.204215,0.149161,18.930752,1.054534,0.514651,0.132741,0.201376,1.771052,0.4073,0.352484,0.246054,0.24839,151.284851,19.205334,3.437491,1.133163,0.356456,0.445404,0.320685,0.142233,0.050048,0.082598,1.406741,0.678047,0.181019,0.161875,0.142332,2.314317,1.145789,0.426226,0.139897,0.106601,3.035738,1.227351,0.424649,0.18407,0.202412,6.497499,2.480686,0.993611,0.470661,0.20455,9.675015,2.796874,0.83061,0.291687,0.199304,9.575825,7.076531,1.06545,0.441878,0.269322,13.994923,2.248671,1.63377,1.108966,0.323007,
lokeshpq1.normal.csv,4.414648,1.633622,0.779499,0.28825,0.349966,57.536724,7.275987,0.917747,0.442012,0.167725,5.598479,2.073068,0.641125,0.19965,0.149583,18.423697,1.03629,0.522614,0.132773,0.191956,2.289251,0.388758,0.43073,0.258021,0.251231,196.12088,26.282593,4.711054,1.466599,0.445267,0.300863,0.228898,0.113247,0.05311,0.078311,1.456342,0.669248,0.175119,0.132956,0.154135,2.498741,1.033168,0.376781,0.112418,0.113604,3.216888,1.171249,0.459125,0.167364,0.214961,6.17503,1.972253,1.050068,0.432385,0.223383,9.77124,2.551985,0.805726,0.286081,0.216719,11.74421,6.512048,0.951609,0.381269,0.281843,15.659089,1.75919,1.415262,1.001714,0.332763,
lokeshpq1.normal.csv,4.319005,1.380742,0.880906,0.32731,0.299299,56.381813,5.046718,0.919939,0.445737,0.151715,5.693118,1.951287,0.597086,0.194866,0.153418,15.896268,0.971044,0.510298,0.138968,0.178838,2.71678,0.33793,0.489968,0.261173,0.259267,256.046692,39.021904,6.630848,2.152529,0.595635,0.234871,0.166039,0.088061,0.061512,0.082059,1.459661,0.665563,0.177081,0.107702,0.163883,2.47261,0.914123,0.355285,0.092815,0.124837,3.114991,1.13713,0.483388,0.152283,0.22999,5.964586,1.666364,1.056882,0.389256,0.246872,9.181184,2.26002,0.752467,0.282831,0.230424,12.950536,5.511726,0.815275,0.33166,0.289549,15.824912,1.610688,1.221507,0.874221,0.33098,
lokeshpq1.normal.csv,3.836096,1.132925,0.928205,0.369477,0.257378,53.95808,3.509229,0.858187,0.426003,0.140503,5.524147,1.852505,0.539659,0.195063,0.157354,12.343682,0.899356,0.475227,0.147172,0.159618,2.923282,0.280458,0.512976,0.250719,0.272164,322.069153,56.587406,8.930431,3.101604,0.785656,0.230935,0.140451,0.069093,0.074468,0.091099,1.43473,0.685659,0.189668,0.089346,0.169,2.24877,0.843563,0.382311,0.084229,0.13799,2.757931,1.119604,0.496944,0.142654,0.24384,6.077581,1.579391,1.042385,0.349092,0.271341,8.345313,2.038212,0.685796,0.282807,0.235896,12.121591,4.239992,0.705475,0.296229,0.290837,14.723167,1.80709,1.133941,0.760931,0.31949,
lokeshpq1.normal.csv,3.043271,0.951403,0.910107,0.401375,0.229027,50.664433,2.799902,0.752679,0.389785,0.133936,4.970219,1.798016,0.482224,0.203719,0.158946,8.892121,0.847869,0.419382,0.155556,0.137145,2.835213,0.24216,0.495244,0.230341,0.288952,383.162201,75.287941,11.013101,4.055694,0.964713,0.258698,0.155069,0.057053,0.090943,0.102354,1.336046,0.736573,0.214278,0.080325,0.168664,1.880013,0.84939,0.457312,0.08646,0.150197,2.243701,1.100452,0.502724,0.138233,0.253135,6.661724,1.626966,1.055729,0.324445,0.291199,6.908685,1.945722,0.62998,0.288366,0.230953,9.546428,2.960679,0.684354,0.281312,0.286618,12.234985,2.239721,1.185536,0.684723,0.303134,
lokeshpq1.normal.csv,2.188856,0.855635,0.836585,0.415114,0.212154,45.567051,2.73563,0.632931,0.349817,0.131075,4.220943,1.7607,0.428807,0.220352,0.156466,6.349122,0.828512,0.351712,0.165326,0.117114,2.501725,0.23791,0.447855,0.208354,0.306732,417.984863,90.391205,12.341755,4.703277,1.069236,0.29454,0.201903,0.050904,0.108889,0.112923,1.249966,0.808312,0.244733,0.079965,0.163519,1.547764,0.922373,0.548356,0.096154,0.158213,1.738509,1.065964,0.494419,0.135392,0.256437,7.564311,1.698508,1.127184,0.326483,0.300418,5.587723,1.961094,0.593038,0.298884,0.215859,6.631159,1.907573,0.750611,0.28909,0.278252,9.261333,2.728864,1.310531,0.647934,0.286668,
