Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
adityarelax.normal.csv,4.064003,2.024807,0.312038,0.50813,0.432847,121.541565,36.180534,7.535144,2.071293,0.945485,2.774508,1.492626,0.370151,0.349678,0.224282,3.869534,2.003464,0.502568,0.551062,0.516977,4.025101,1.945784,0.704134,0.950475,0.913957,1.882563,0.825391,0.140915,0.24371,0.437638,5.171951,1.597373,0.340429,0.443422,0.405515,1.144758,0.323817,0.184519,0.286368,0.122663,2.3661,0.755907,0.333546,0.396368,0.203334,4.417848,1.592608,0.753947,0.744239,0.484687,7.171966,2.258609,0.675465,1.03273,0.676362,5.115692,2.529238,0.577281,0.76472,0.58959,4.194817,1.185017,0.858736,1.190269,0.746919,4.232046,2.205429,0.402205,0.542271,0.607876
adityarelax.normal.csv,4.010642,1.937127,0.286305,0.412363,0.383257,124.283546,40.653046,6.944458,1.877565,0.848999,2.469577,1.37858,0.361168,0.298064,0.216239,3.448014,1.811187,0.441761,0.580905,0.564414,3.533795,1.78262,0.675632,0.859756,0.895905,1.73673,0.784472,0.163489,0.221514,0.430958,4.451362,1.544914,0.346936,0.402952,0.387644,1.10103,0.245595,0.212449,0.277935,0.127951,2.437495,0.72736,0.344153,0.348895,0.188814,4.620159,1.370659,0.709235,0.663563,0.463313,7.554233,2.03321,0.624857,0.85755,0.576252,5.192995,2.221965,0.545363,0.668799,0.52997,5.08422,1.143214,0.908231,1.083346,0.670268,4.563901,2.105137,0.344685,0.436023,0.549638
adityarelax.normal.csv,5.312138,1.909905,0.305286,0.328862,0.320992,143.920456,42.353951,6.209613,1.956476,0.742711,2.603329,1.251946,0.3483,0.252806,0.202479,3.576804,1.59954,0.399146,0.62397,0.597919,3.404177,1.555609,0.601425,0.831939,0.825258,1.761564,0.724163,0.172021,0.212318,0.397201,4.029205,1.443521,0.345007,0.370519,0.346066,1.112825,0.182965,0.225394,0.250265,0.12826,2.635121,0.687868,0.328007,0.285478,0.16562,5.17783,1.146013,0.630666,0.555858,0.417998,8.444958,1.80743,0.554325,0.689844,0.473885,5.897218,1.874197,0.49473,0.556473,0.446821,6.508765,1.193875,0.90535,0.929241,0.563376,6.317279,2.053033,0.324002,0.349943,0.471225
adityarelax.normal.csv,7.624922,1.938919,0.358993,0.273731,0.264802,177.8134,41.296535,6.041893,2.272386,0.64511,3.146293,1.13139,0.332668,0.224985,0.188047,4.149633,1.397872,0.3792,0.66369,0.611047,3.514135,1.27445,0.506798,0.856972,0.729512,1.904146,0.635531,0.171179,0.216008,0.347314,3.907581,1.279144,0.345867,0.370696,0.295021,1.179308,0.136204,0.231054,0.217166,0.125344,2.879784,0.628169,0.300411,0.227152,0.141598,5.999046,0.939351,0.561972,0.455004,0.366969,9.610681,1.615595,0.466603,0.576155,0.395477,7.104243,1.544874,0.444662,0.466144,0.368236,8.775055,1.288762,0.856572,0.782554,0.460159,9.13433,2.046309,0.339296,0.299918,0.39619
adityarelax.normal.csv,10.633787,1.97237,0.440248,0.254058,0.23209,217.541885,38.538101,6.972404,2.703638,0.573926,4.074903,1.026353,0.325549,0.219068,0.180793,5.193101,1.218357,0.395516,0.677868,0.607258,4.024879,0.977233,0.443176,0.916496,0.640187,2.225871,0.5227,0.173929,0.231402,0.297074,4.272042,1.06224,0.367312,0.41392,0.253188,1.303841,0.1058,0.247257,0.195317,0.122001,3.290632,0.543031,0.282355,0.193221,0.124226,7.218217,0.760448,0.553833,0.391233,0.328847,11.087787,1.470762,0.384091,0.544089,0.35432,8.883348,1.288484,0.429996,0.428125,0.318938,11.769114,1.373577,0.810597,0.697756,0.392382,12.934811,2.047975,0.398153,0.290034,0.345873
adityarelax.normal.csv,13.367938,1.935538,0.539458,0.263607,0.231134,250.681,35.802132,9.052011,3.083083,0.542627,5.140839,0.941602,0.335567,0.23091,0.186836,6.380288,1.066884,0.490176,0.649667,0.598237,4.789168,0.722714,0.440627,0.987893,0.579196,2.649489,0.406111,0.188589,0.252792,0.259485,4.935361,0.831701,0.42055,0.488872,0.235587,1.456307,0.098455,0.284167,0.195375,0.120209,3.74682,0.441273,0.285395,0.193927,0.116879,8.567791,0.613945,0.627214,0.379253,0.314449,12.540385,1.38034,0.328521,0.592547,0.350288,10.77527,1.141853,0.472975,0.452447,0.309968,14.878348,1.429844,0.804625,0.698233,0.377636,16.608425,2.001069,0.501471,0.312001,0.33037
adityarelax.normal.csv,15.017446,1.777398,0.640994,0.286405,0.258038,265.24173,34.448833,11.800864,3.260925,0.553495,6.018002,0.876232,0.363869,0.251737,0.206602,7.512526,0.972418,0.739801,0.580725,0.598656,5.637284,0.547167,0.508894,1.05268,0.551379,3.054025,0.30548,0.217069,0.271121,0.238879,5.597697,0.633819,0.504713,0.568171,0.246108,1.578968,0.120849,0.33947,0.217661,0.120215,4.156871,0.344486,0.313007,0.227229,0.117901,9.715806,0.4983,0.765059,0.417034,0.322511,13.559052,1.327147,0.31298,0.699741,0.374616,12.237432,1.109927,0.571055,0.528223,0.335935,17.371967,1.467037,0.845923,0.768348,0.415562,19.177393,1.86815,0.630131,0.350111,0.344681
adityarelax.normal.csv,14.87476,1.507224,0.718371,0.305362,0.300365,256.802155,34.820343,14.378361,3.167877,0.594235,6.34903,0.820807,0.397997,0.273875,0.234343,8.480007,0.966413,1.201929,0.494259,0.617755,6.186153,0.454711,0.629085,1.095937,0.550338,3.247449,0.234578,0.251583,0.276936,0.230416,5.864813,0.506576,0.603872,0.622681,0.276688,1.600786,0.171355,0.398403,0.252888,0.120542,4.255732,0.278241,0.358871,0.280635,0.122318,10.092447,0.415277,0.918755,0.489434,0.342144,13.639995,1.292859,0.331969,0.831685,0.414884,12.568698,1.15832,0.689536,0.629693,0.37991,18.095852,1.489468,0.912079,0.863883,0.489145,19.56641,1.650192,0.74245,0.388788,0.374032
adityarelax.normal.csv,12.993818,1.173464,0.759607,0.308769,0.34403,229.826691,35.889793,15.868534,2.833842,0.643255,5.992036,0.757549,0.42477,0.291675,0.260142,9.414202,1.077291,1.872074,0.424526,0.652324,6.25046,0.423357,0.764667,1.105134,0.568045,3.155679,0.190427,0.278319,0.264225,0.225858,5.546669,0.451889,0.694423,0.634389,0.313281,1.505026,0.236572,0.444167,0.288012,0.119374,4.028698,0.253139,0.416362,0.335117,0.125824,9.580488,0.364486,1.040908,0.571339,0.360831,12.756852,1.24587,0.376774,0.949668,0.458612,11.618577,1.21373,0.788443,0.726041,0.422695,16.873991,1.478232,0.970612,0.935769,0.573264,17.649315,1.371482,0.804082,0.416422,0.402678
adityarelax.normal.csv,10.035687,0.877596,0.764996,0.294317,0.377982,193.911789,35.975822,15.796379,2.381039,0.67786,5.074191,0.692563,0.430636,0.301705,0.274816,10.454627,1.342689,2.654392,0.397918,0.686742,5.82443,0.443164,0.867965,1.0766,0.598885,2.790219,0.171999,0.285127,0.23392,0.220272,4.722343,0.465978,0.748047,0.602223,0.344033,1.314654,0.305081,0.464512,0.312763,0.116798,3.477525,0.274522,0.474929,0.371953,0.128024,8.261861,0.37258,1.096282,0.634847,0.371122,11.113733,1.179823,0.43387,1.021919,0.49334,9.658111,1.234755,0.83129,0.794078,0.44961,14.056058,1.425761,0.988339,0.952241,0.646009,14.164839,1.108197,0.802095,0.428983,0.419687
adityarelax.normal.csv,7.176751,0.741012,0.760659,0.268319,0.394192,160.000702,33.535095,14.230627,1.940556,0.680574,4.018424,0.665319,0.4178,0.304392,0.273537,11.975389,1.729103,3.381927,0.426788,0.699386,5.271315,0.55729,0.911197,1.015203,0.638727,2.308988,0.19493,0.271894,0.195542,0.214474,3.734042,0.567162,0.749598,0.542728,0.362424,1.1386,0.37523,0.456254,0.323461,0.114825,2.817496,0.346121,0.526895,0.382482,0.131223,6.636712,0.496809,1.079581,0.659741,0.372275,9.515052,1.166566,0.499375,1.033601,0.506095,7.475868,1.243424,0.815171,0.828985,0.451669,10.658615,1.370963,0.960293,0.912384,0.693627,10.354955,0.967442,0.758662,0.43012,0.418923
adityarelax.normal.csv,5.325191,0.824382,0.777834,0.242424,0.389997,136.992172,28.481689,11.551879,1.601158,0.645655,3.308316,0.711261,0.402226,0.303071,0.258232,14.092618,2.129731,3.865444,0.509275,0.674141,5.060875,0.805954,0.888326,0.93555,0.682951,1.96331,0.270865,0.249418,0.163174,0.214042,3.089874,0.763883,0.69954,0.479775,0.369148,1.141366,0.453859,0.429184,0.323482,0.115889,2.264664,0.452448,0.564613,0.370599,0.138338,5.321961,0.763727,1.008087,0.640066,0.369789,8.621115,1.273423,0.569011,0.988842,0.488166,5.925819,1.279879,0.767009,0.841449,0.428706,7.645391,1.372747,0.899754,0.840353,0.714091,7.560892,1.008802,0.714033,0.427397,0.400281
adityarelax.normal.csv,4.77613,1.076335,0.828871,0.228188,0.369326,126.01857,22.402594,8.47029,1.3935,0.5819,3.203731,0.822454,0.401291,0.301456,0.236327,16.370029,2.401109,3.971514,0.626676,0.61,5.483858,1.177151,0.811504,0.856861,0.72362,1.899095,0.390686,0.232145,0.147536,0.224832,3.042575,1.022429,0.609438,0.432162,0.370586,1.377506,0.559435,0.399338,0.319504,0.121216,2.030096,0.567646,0.583034,0.348599,0.150142,4.812884,1.138776,0.910453,0.585366,0.370484,8.989256,1.513877,0.631154,0.904819,0.43979,5.465147,1.36281,0.718767,0.846757,0.389737,5.845885,1.457919,0.833803,0.773087,0.714508,6.274345,1.200374,0.694523,0.42945,0.369012
adityarelax.normal.csv,5.403714,1.378641,0.905591,0.2298,0.341637,125.502304,17.300665,5.825018,1.28926,0.507615,3.737913,0.957246,0.426585,0.301152,0.216461,18.476681,2.438213,3.676178,0.745748,0.522602,6.61452,1.591323,0.70261,0.794462,0.754224,2.246255,0.523557,0.232168,0.149676,0.246725,3.792917,1.285278,0.507235,0.407267,0.373647,1.916916,0.705161,0.382157,0.315932,0.130004,2.254513,0.664199,0.583859,0.328914,0.164154,5.355583,1.527831,0.820302,0.514073,0.377086,10.825135,1.835339,0.678877,0.803569,0.371784,6.307384,1.485426,0.698566,0.852674,0.350061,5.695817,1.617967,0.790609,0.738546,0.703404,6.630149,1.45047,0.710549,0.440077,0.334705
adityarelax.normal.csv,6.209324,1.615138,0.972811,0.243029,0.318164,128.84436,14.269379,3.993954,1.226331,0.440638,4.393075,1.064532,0.468909,0.300278,0.204422,19.125658,2.2306,3.081351,0.831828,0.43499,7.718817,1.927734,0.582912,0.754888,0.775097,2.698137,0.624131,0.251614,0.161595,0.272489,4.679808,1.481748,0.421171,0.399775,0.380474,2.482123,0.875657,0.37919,0.312463,0.139084,2.629772,0.718867,0.567342,0.316946,0.175,6.234119,1.814984,0.749979,0.445727,0.385276,12.808412,2.14252,0.696967,0.704294,0.301768,7.425503,1.613891,0.70075,0.853199,0.325068,6.172631,1.790949,0.770351,0.744261,0.683768,7.417007,1.665389,0.738512,0.455384,0.308002
adityarelax.normal.csv,6.609177,1.741145,0.993161,0.25976,0.307203,127.064323,13.248416,2.964307,1.181966,0.392308,4.815531,1.108936,0.506401,0.295552,0.201209,18.256826,1.865711,2.363454,0.859631,0.366614,8.261225,2.071621,0.476965,0.734479,0.794063,3.061575,0.654658,0.283884,0.174373,0.29168,5.374523,1.557134,0.377918,0.401425,0.387235,2.98488,1.029242,0.383999,0.305887,0.144383,2.973171,0.720453,0.534925,0.310197,0.177534,6.965898,1.909607,0.693803,0.3963,0.386093,14.370078,2.329162,0.67636,0.62313,0.247387,8.304689,1.696481,0.703737,0.836181,0.32439,6.885869,1.911963,0.759211,0.779429,0.654224,7.974326,1.801653,0.74635,0.468716,0.296374
adityarelax.normal.csv,6.252559,1.730961,0.940955,0.273037,0.311392,116.788559,13.417292,2.463595,1.181963,0.367507,4.671796,1.070718,0.516243,0.28358,0.20439,15.590741,1.489413,1.691344,0.826062,0.327327,7.829432,1.979618,0.397863,0.725407,0.821364,3.110152,0.608384,0.315098,0.182344,0.295857,5.420561,1.495915,0.384594,0.407252,0.387552,3.157816,1.116805,0.386305,0.293707,0.144148,3.008724,0.672046,0.490898,0.302037,0.170201,6.940993,1.796817,0.649458,0.371211,0.371708,14.416569,2.306538,0.626046,0.571306,0.219832,8.203904,1.673711,0.682444,0.793879,0.348975,7.043523,1.909035,0.741265,0.818278,0.616175,7.618645,1.82245,0.709647,0.472372,0.301709
adityarelax.normal.csv,5.263973,1.575521,0.825612,0.282099,0.328542,100.367622,13.832048,2.18417,1.231428,0.366809,4.00754,0.946568,0.493703,0.264273,0.210955,11.878058,1.203026,1.170241,0.753103,0.316344,6.502521,1.673692,0.345318,0.721591,0.860526,2.818992,0.500824,0.333008,0.184581,0.282423,4.864939,1.312005,0.437702,0.418567,0.377929,2.982711,1.115327,0.384956,0.277735,0.140917,2.727644,0.585333,0.441544,0.287213,0.157044,6.146977,1.509521,0.623681,0.365223,0.341988,13.041821,2.043646,0.592366,0.551279,0.222633,7.180524,1.517121,0.634721,0.729163,0.392181,6.600781,1.723055,0.725825,0.835498,0.58035,6.473345,1.700878,0.636033,0.461542,0.321765
adityarelax.normal.csv,3.956995,1.316243,0.688894,0.291355,0.352985,81.368027,13.875125,1.970765,1.322205,0.386064,3.023418,0.767894,0.45415,0.241655,0.218324,7.940365,1.028452,0.827941,0.679179,0.326226,4.644484,1.249088,0.319678,0.723615,0.901181,2.266833,0.369835,0.333337,0.185406,0.255178,3.898258,1.051257,0.523547,0.43915,0.360393,2.523422,1.033917,0.389684,0.264963,0.13995,2.201414,0.479706,0.394301,0.265875,0.145752,4.799257,1.13869,0.625394,0.368683,0.304592,10.490985,1.622163,0.641388,0.557007,0.252378,5.492954,1.260279,0.588807,0.655709,0.441256,5.670395,1.39221,0.76801,0.82,0.562077,4.849426,1.467827,0.569615,0.436708,0.351118
adityarelax.normal.csv,2.803477,1.0213,0.58854,0.305181,0.376584,63.457714,13.366968,1.703263,1.414576,0.416661,2.080477,0.586344,0.427778,0.221666,0.223715,4.64341,0.934072,0.652969,0.636132,0.34424,2.908141,0.84259,0.332863,0.740148,0.922843,1.65665,0.259306,0.322734,0.191468,0.222044,2.953407,0.789614,0.618446,0.466495,0.340581,2.179276,0.914995,0.4054,0.261415,0.145729,1.638304,0.378427,0.354087,0.242382,0.142513,3.503611,0.793509,0.657642,0.370189,0.269634,8.151445,1.184448,0.81906,0.577848,0.300854,3.916275,0.984237,0.587644,0.593211,0.481961,5.054992,1.040807,0.937117,0.777367,0.570337,3.426546,1.188934,0.565716,0.405747,0.382905
adityarelax.normal.csv,2.098829,0.749317,0.562662,0.324084,0.39133,51.661194,12.750912,1.379488,1.476859,0.450133,1.471156,0.437722,0.438982,0.208725,0.223653,2.537804,0.86073,0.615194,0.636299,0.357946,1.836398,0.54216,0.401222,0.781554,0.908815,1.186901,0.191613,0.312912,0.206038,0.191888,2.43604,0.576828,0.692445,0.489124,0.324717,2.250679,0.810286,0.426501,0.266995,0.159287,1.258143,0.293763,0.321838,0.222267,0.14825,2.716702,0.536616,0.711266,0.36077,0.243705,6.707837,0.829997,1.106078,0.601264,0.359113,2.980896,0.754927,0.654727,0.554416,0.505104,5.113859,0.766751,1.252801,0.721014,0.602149,2.630218,0.926695,0.649571,0.378674,0.410128
adityarelax.normal.csv,1.832703,0.539617,0.604964,0.343333,0.39242,47.509407,12.397264,1.101448,1.490997,0.477061,1.259263,0.337468,0.486562,0.202961,0.21483,1.801255,0.789344,0.661834,0.663521,0.359812,1.472553,0.375424,0.518939,0.844114,0.859269,0.897443,0.164754,0.314466,0.225138,0.170886,2.382718,0.425725,0.720952,0.492179,0.315296,2.936871,0.751827,0.440024,0.275426,0.177087,1.066579,0.229291,0.297299,0.20711,0.158274,2.510859,0.3762,0.766708,0.336053,0.226854,6.545646,0.598839,1.410806,0.610673,0.418904,2.874734,0.60025,0.76737,0.53504,0.508408,6.169876,0.602464,1.651588,0.65825,0.641427,2.524414,0.717798,0.790599,0.363529,0.427538
adityarelax.normal.csv,1.82308,0.402575,0.680315,0.356345,0.380227,50.35331,12.317897,1.009681,1.461201,0.489618,1.349562,0.278361,0.556994,0.201418,0.196495,2.042568,0.753837,0.727829,0.685578,0.349422,1.613613,0.31082,0.665638,0.911532,0.793494,0.767294,0.159555,0.334232,0.240783,0.16093,2.625805,0.318373,0.707612,0.467069,0.310323,4.030699,0.735541,0.439541,0.278671,0.192588,1.033654,0.177538,0.281847,0.194085,0.165594,2.67759,0.281705,0.815213,0.299053,0.214476,7.266107,0.475882,1.623252,0.592683,0.471743,3.358136,0.512779,0.888488,0.521647,0.494554,7.775595,0.522485,2.014851,0.590026,0.66449,2.842627,0.566577,0.935799,0.365289,0.433158
adityarelax.normal.csv,1.906157,0.317873,0.745705,0.359994,0.359071,61.627815,12.226463,1.200472,1.413897,0.486525,1.57183,0.241872,0.632268,0.200346,0.171854,2.702217,0.76831,0.749817,0.67244,0.332004,1.907527,0.289884,0.811564,0.967705,0.738862,0.718636,0.154605,0.371536,0.247173,0.160824,2.859796,0.236617,0.675835,0.416868,0.305454,5.169135,0.726621,0.42412,0.270354,0.199748,1.03188,0.132183,0.279523,0.179238,0.165336,2.865144,0.221727,0.864377,0.260465,0.201868,8.333947,0.413157,1.67291,0.546438,0.509704,4.046897,0.456591,0.988694,0.502773,0.468516,9.430882,0.482833,2.232681,0.521167,0.653661,3.29434,0.445267,1.041396,0.385457,0.427429
