Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
adityaps.moderateanxiety.csv,15.534378,2.026542,2.669437,3.175983,4.441916,35.584999,14.009814,2.578836,1.188934,1.60051,7.415374,2.553889,0.401597,0.667179,1.033588,9.298686,3.284991,0.773401,0.739832,1.272972,6.977068,1.480469,0.443041,2.243341,2.77856,4.670211,0.850479,0.339571,0.729125,0.853846,5.204604,1.823932,0.551876,0.690826,0.943355,3.127789,0.84279,0.254569,0.470231,0.498209,4.342504,1.128808,0.450336,0.766153,0.76114,7.336194,2.495977,0.606751,1.018476,1.323833,10.57989,3.391515,1.089382,1.382192,1.07671,10.732965,6.114545,1.087864,1.570935,2.095653,7.398254,3.112882,0.779802,1.143626,1.689432,9.975746,1.697441,3.135953,2.990308,2.244678
adityaps.moderateanxiety.csv,17.549452,2.028095,2.268513,3.124193,4.805751,41.373146,13.402267,2.753198,1.296592,1.53261,8.607937,2.374991,0.412757,0.681703,0.928833,11.487035,3.176705,0.708154,0.774669,1.183397,8.658421,1.339858,0.419522,2.15571,2.783118,5.686311,0.792016,0.348109,0.70349,0.803691,5.96783,1.779258,0.59473,0.64272,0.90175,3.49538,0.758065,0.294618,0.472889,0.492577,5.166208,1.11379,0.418477,0.749042,0.732272,8.648423,2.364531,0.583502,1.051473,1.224162,12.474363,3.235389,1.06917,1.360321,1.092486,13.016418,5.508935,1.112414,1.505334,1.963622,8.754754,3.584871,0.891328,1.264807,1.692402,12.162792,1.702901,2.599564,3.102788,2.310203
adityaps.moderateanxiety.csv,20.815077,1.914766,1.779323,2.900168,4.824608,51.714966,13.21816,2.732262,1.372987,1.426548,9.224736,2.052246,0.415856,0.659682,0.797594,13.788145,2.9401,0.633523,0.777521,1.065708,10.220627,1.158235,0.403873,1.897017,2.632918,6.355817,0.726446,0.351132,0.620448,0.731702,6.466776,1.702063,0.607144,0.574399,0.839623,3.555433,0.624459,0.317128,0.44866,0.476863,5.524282,1.039255,0.377823,0.719587,0.697179,9.096081,2.096813,0.539146,1.090316,1.087707,13.269428,2.900156,1.043715,1.26801,1.092429,14.492964,4.541636,1.130079,1.374726,1.769069,10.171484,4.1173,1.087292,1.396746,1.686704,13.790592,1.668059,2.021024,3.041641,2.293461
adityaps.moderateanxiety.csv,24.675714,1.856992,1.344113,2.549587,4.499021,66.226555,13.089341,2.511346,1.397314,1.279567,9.185589,1.701184,0.412275,0.60931,0.663546,16.138512,2.649895,0.578294,0.747704,0.928736,11.281144,0.988007,0.401681,1.552184,2.361225,6.484312,0.682978,0.342606,0.509853,0.649322,6.596447,1.629667,0.584793,0.510439,0.762963,3.247378,0.482046,0.312299,0.407637,0.446982,5.232011,0.927734,0.336546,0.687897,0.649351,8.540385,1.792081,0.486548,1.12138,0.937862,12.630829,2.528453,1.026051,1.138906,1.058174,14.754154,3.515987,1.146476,1.22036,1.537916,12.516939,4.825791,1.416738,1.521858,1.666122,14.8344,1.646635,1.549672,2.851186,2.149158
adityaps.moderateanxiety.csv,30.142504,2.308121,1.117731,2.141091,3.902298,82.683556,12.681737,2.145831,1.366294,1.101914,8.805859,1.466188,0.416441,0.548208,0.543671,17.587353,2.370019,0.566869,0.69836,0.784689,11.54564,0.873908,0.433138,1.226155,2.023637,6.144667,0.681748,0.326132,0.405404,0.566746,6.534832,1.576233,0.545192,0.469889,0.677524,2.813333,0.375159,0.287347,0.362846,0.403984,4.626439,0.825738,0.310614,0.654464,0.586609,7.451582,1.569657,0.46141,1.125925,0.794937,12.0974,2.36788,1.065125,1.016301,0.982826,14.592813,2.768792,1.193196,1.083415,1.296836,17.46874,5.905889,1.903209,1.622812,1.620999,18.042812,1.977203,1.323519,2.599732,1.878325
adityaps.moderateanxiety.csv,37.646961,3.786371,1.206453,1.745228,3.152197,98.497665,12.049067,1.718477,1.286163,0.913775,8.524081,1.455314,0.455635,0.495444,0.444412,18.38718,2.166489,0.638327,0.647457,0.647801,11.182483,0.84143,0.51858,0.998594,1.685225,5.63482,0.725017,0.315843,0.330657,0.490215,6.484372,1.524751,0.531586,0.456211,0.58912,2.419524,0.341722,0.273737,0.325067,0.353952,4.006414,0.798928,0.334892,0.615193,0.513392,6.509995,1.540754,0.521776,1.093818,0.671548,12.952498,2.67368,1.231546,0.932825,0.8746,14.726453,2.540722,1.30511,0.983886,1.065725,26.554918,7.57595,2.549783,1.681128,1.541036,25.876581,3.114221,1.410587,2.343769,1.534457
adityaps.moderateanxiety.csv,47.302513,6.53058,1.588254,1.420455,2.372261,110.421875,11.80899,1.386734,1.180977,0.736612,8.856987,1.720703,0.571396,0.467227,0.364742,18.019472,2.164283,0.843789,0.619966,0.531502,11.006432,0.947702,0.695611,0.900957,1.405382,5.466951,0.827829,0.345485,0.297851,0.422533,6.873771,1.52649,0.627007,0.462083,0.504365,2.420193,0.41164,0.313014,0.300314,0.304631,3.937831,0.905493,0.453337,0.568123,0.436907,6.515827,1.795932,0.724798,1.030561,0.569267,16.038074,3.612704,1.565266,0.896263,0.752757,16.139797,2.953511,1.525415,0.921499,0.857664,38.53857,9.905095,3.311229,1.682411,1.41776,39.096222,5.331988,1.774708,2.116499,1.191566
adityaps.moderateanxiety.csv,57.215771,10.203066,2.160794,1.204497,1.665168,115.149384,12.676631,1.364003,1.092528,0.591003,9.673266,2.252371,0.788347,0.477308,0.305441,17.396158,2.591471,1.18123,0.655369,0.450167,11.175567,1.291187,0.988942,0.926296,1.222526,5.71518,1.015806,0.443519,0.314861,0.367293,7.627544,1.680345,0.893419,0.487149,0.434997,2.797804,0.602501,0.434718,0.295033,0.264369,4.45238,1.17603,0.69428,0.524678,0.36717,7.641023,2.363243,1.095049,0.970663,0.486959,20.720215,5.110608,2.077985,0.914062,0.641457,18.645405,3.967491,1.871802,0.90352,0.688951,52.186634,12.512857,4.141958,1.648317,1.257361,55.220978,8.453223,2.32792,1.934687,0.91645
adityaps.moderateanxiety.csv,64.857071,13.847006,2.762433,1.10911,1.109509,112.651733,15.034579,1.736628,1.068072,0.500452,10.776355,2.936036,1.082126,0.529902,0.276616,16.930561,3.568793,1.583722,0.785722,0.422574,12.168704,1.915132,1.377752,1.059991,1.154047,6.540618,1.293387,0.612356,0.383668,0.333426,8.999119,2.066271,1.317126,0.541899,0.399287,3.633033,0.891618,0.629357,0.313664,0.24211,5.672258,1.571094,1.035415,0.504955,0.318112,9.875246,3.139593,1.584781,0.963396,0.431342,25.644726,6.811793,2.699455,0.997987,0.564047,21.758152,5.316178,2.295064,0.947325,0.587619,63.068176,14.701944,4.944685,1.630637,1.092736,68.968452,11.75518,2.945749,1.810415,0.754527
adityaps.moderateanxiety.csv,67.854668,16.435547,3.230849,1.117086,0.762448,105.747513,18.419292,2.510229,1.145699,0.48881,11.846071,3.598065,1.388004,0.616399,0.292024,17.193941,5.053518,1.945923,1.016924,0.464904,13.854399,2.755846,1.798551,1.301506,1.202818,7.73663,1.636327,0.824256,0.499482,0.333969,10.87749,2.677948,1.810134,0.642289,0.414375,4.692761,1.219997,0.851236,0.35743,0.245467,7.254962,1.994843,1.402912,0.529857,0.305509,12.632239,3.93497,2.086539,1.050333,0.42049,29.27051,8.263583,3.299467,1.151911,0.537841,24.574184,6.646106,2.696543,1.058879,0.580549,69.548676,15.82471,5.57924,1.675587,0.976041,75.954613,14.312885,3.512707,1.749248,0.72061
adityaps.moderateanxiety.csv,64.357628,17.163919,3.457232,1.192806,0.633112,98.32608,21.652596,3.673074,1.347937,0.565495,12.382778,4.039339,1.624061,0.717365,0.356622,17.610945,6.712995,2.171903,1.312399,0.575348,15.535838,3.633252,2.16347,1.651803,1.355449,8.836925,1.984896,1.036664,0.646788,0.379055,12.824429,3.389254,2.249569,0.793911,0.486676,5.656076,1.507778,1.034907,0.421074,0.277655,8.714938,2.333644,1.702339,0.603202,0.339167,15.027459,4.5316,2.483023,1.232867,0.472833,30.369598,9.009974,3.71158,1.354236,0.570038,26.015366,7.581028,2.976438,1.221741,0.674153,69.98584,15.449251,5.880962,1.788742,0.950555,73.208778,15.31521,3.893531,1.733222,0.797061
adityaps.moderateanxiety.csv,54.759922,15.780675,3.419523,1.308134,0.67552,95.68959,23.291687,5.172584,1.657007,0.715621,12.122568,4.081294,1.720137,0.813764,0.462242,17.677626,7.942843,2.205475,1.610847,0.730892,16.588243,4.233458,2.388741,2.090464,1.597834,9.42058,2.221414,1.20209,0.799512,0.468744,14.254364,3.936835,2.51774,0.980138,0.60769,6.16861,1.648272,1.124421,0.497403,0.337464,9.569491,2.455234,1.858398,0.713222,0.417445,16.298206,4.702,2.694181,1.472783,0.59505,28.649576,8.774695,3.819268,1.573822,0.659216,25.568588,7.756447,3.066815,1.414511,0.851324,65.252411,13.650348,5.761281,1.941568,1.029439,61.921661,14.394562,4.000686,1.742521,0.950183
adityaps.moderateanxiety.csv,41.976742,12.771279,3.177516,1.449161,0.81264,97.563309,22.699579,6.803998,2.030684,0.906058,11.013526,3.690907,1.647058,0.893827,0.590312,16.797234,8.258841,2.037957,1.849762,0.896899,16.259348,4.360991,2.42932,2.560318,1.917901,9.107779,2.275515,1.287046,0.9269,0.591659,14.343823,4.094656,2.554402,1.163625,0.75633,6.076304,1.601753,1.102156,0.577767,0.418115,9.621166,2.33588,1.843703,0.836871,0.526418,16.261354,4.397735,2.703366,1.707684,0.776478,25.248016,7.620008,3.611048,1.78009,0.798078,23.397783,7.092827,2.955805,1.62324,1.078283,57.679035,10.880056,5.236075,2.090906,1.193885,46.578312,11.878094,3.833132,1.77457,1.146096
adityaps.moderateanxiety.csv,28.997475,9.156311,2.837516,1.599626,0.97245,101.072334,19.98794,8.243906,2.413732,1.0951,9.572469,2.988154,1.434008,0.957083,0.715703,15.06789,7.533294,1.722211,1.990665,1.038209,15.299297,3.972232,2.294102,2.971948,2.289814,8.353844,2.12267,1.284526,1.00708,0.726723,13.916553,3.783292,2.376774,1.310386,0.904495,5.690591,1.386418,0.995224,0.652844,0.505445,9.351259,2.036291,1.707129,0.947776,0.642138,15.564046,3.743594,2.573198,1.875294,0.986791,21.429171,5.960477,3.180157,1.94856,0.969948,20.696093,5.80061,2.700603,1.840565,1.31122,49.130272,7.91889,4.43807,2.196708,1.401484,31.892521,8.637955,3.464532,1.834569,1.351166
adityaps.moderateanxiety.csv,20.012205,5.904967,2.489663,1.736579,1.104499,102.375931,15.890881,9.115938,2.740695,1.244791,8.524983,2.165231,1.149033,1.013767,0.81119,13.044924,6.032456,1.347265,2.032615,1.131807,14.637011,3.202092,2.03511,3.239759,2.66349,7.626167,1.799132,1.209362,1.035571,0.848678,13.437369,3.087572,2.06182,1.406252,1.023606,5.389738,1.070332,0.857048,0.715231,0.581014,9.381803,1.64852,1.538797,1.028936,0.737573,15.28733,2.935064,2.397448,1.94063,1.181122,18.986853,4.265518,2.663964,2.063528,1.147398,18.916996,4.252989,2.387523,2.061187,1.502652,42.013355,5.393057,3.558539,2.240248,1.598712,22.311104,5.59577,2.998269,1.92134,1.528498
adityaps.moderateanxiety.csv,16.113792,3.532296,2.19326,1.836495,1.179908,97.940315,11.380506,9.150192,2.942829,1.334728,8.210423,1.408041,0.876763,1.071924,0.85651,11.263961,4.21878,1.008605,2.001381,1.17483,14.734134,2.280919,1.73375,3.331283,2.968614,7.276903,1.386063,1.095722,1.021438,0.93478,13.46117,2.212757,1.715849,1.457109,1.092025,5.454459,0.744759,0.747993,0.761458,0.629496,10.029623,1.267014,1.43988,1.078519,0.792214,15.99665,2.178623,2.262968,1.909186,1.314783,18.390263,2.914436,2.208026,2.119203,1.300489,18.724697,2.82301,2.110574,2.268657,1.61473,36.655212,3.639466,2.798164,2.225025,1.732972,18.765461,3.332519,2.550952,2.016754,1.643499
adityaps.moderateanxiety.csv,16.636768,2.097165,1.941981,1.879266,1.191936,87.269539,7.461648,8.325828,2.978078,1.373504,8.68603,0.866351,0.674471,1.126137,0.848258,10.110867,2.576336,0.77108,1.925267,1.183861,15.758888,1.479667,1.460244,3.272094,3.131561,7.512856,1.000501,0.975979,0.978787,0.97069,14.175488,1.429443,1.41889,1.479701,1.101384,5.931159,0.492646,0.699119,0.789819,0.64455,11.298816,0.963064,1.453968,1.100958,0.799373,17.675629,1.628764,2.205071,1.81313,1.360007,19.58386,2.100896,1.897726,2.11682,1.412148,20.153517,1.803714,1.915994,2.425117,1.635726,33.041748,2.736534,2.287611,2.165081,1.775107,19.486879,1.988493,2.199257,2.083234,1.679382
adityaps.moderateanxiety.csv,18.521532,1.432661,1.709276,1.853553,1.153757,73.345428,4.784925,6.886808,2.852926,1.389528,9.4792,0.642661,0.562204,1.158121,0.800984,9.621334,1.449849,0.648684,1.821078,1.18262,16.951309,1.005322,1.24952,3.122722,3.105594,7.956901,0.756908,0.868923,0.917982,0.953924,15.087619,0.983344,1.209915,1.486202,1.058751,6.48222,0.369264,0.704777,0.798798,0.630426,12.51346,0.785276,1.547683,1.098527,0.76786,19.485731,1.388856,2.195816,1.685673,1.318385,21.186352,1.905799,1.745559,2.058543,1.483619,22.082561,1.409678,1.81022,2.485643,1.583662,30.032528,2.613611,2.029934,2.065865,1.729923,21.746889,1.472002,1.969718,2.083077,1.645076
adityaps.moderateanxiety.csv,19.631117,1.315589,1.500037,1.764509,1.088391,57.631741,3.352658,5.230793,2.640072,1.412104,9.807868,0.732232,0.5376,1.145554,0.738478,9.032179,0.921738,0.629741,1.688849,1.185897,17.047256,0.887259,1.096979,2.944988,2.894653,8.054388,0.694461,0.777633,0.841943,0.892691,15.214549,0.960881,1.100341,1.474333,0.982176,6.665805,0.379644,0.744056,0.787307,0.597282,12.893675,0.741878,1.649711,1.069203,0.714394,20.08976,1.448038,2.186114,1.549153,1.217005,21.989811,2.241704,1.710464,1.948555,1.523595,22.937056,1.623771,1.793895,2.422742,1.492242,27.407135,3.134987,1.953727,1.92584,1.627474,22.943913,1.552084,1.864994,1.995447,1.564832
adityaps.moderateanxiety.csv,18.300678,1.631252,1.351074,1.634854,1.01941,44.072788,2.950034,3.780298,2.455837,1.455431,9.166336,1.053617,0.576937,1.080081,0.683951,8.211739,0.850394,0.68086,1.527739,1.194525,15.545469,1.041558,0.971839,2.778292,2.557867,7.439131,0.793285,0.693759,0.753873,0.804139,14.022198,1.320802,1.073377,1.43186,0.894456,6.120961,0.495228,0.796419,0.753243,0.556309,11.860026,0.810636,1.697021,1.005077,0.655843,18.840273,1.703169,2.137344,1.405996,1.094307,20.895382,2.911775,1.715199,1.790394,1.539119,21.470146,2.264245,1.850881,2.242637,1.395938,24.605,4.070748,1.946414,1.74564,1.510491,21.565285,2.047879,1.854954,1.824546,1.468165
adityaps.moderateanxiety.csv,14.865342,2.189792,1.298194,1.504824,0.963951,32.565998,3.270394,2.811909,2.400736,1.515237,7.695674,1.468548,0.660668,0.984491,0.650465,6.830912,1.00015,0.778885,1.365677,1.201078,12.86108,1.333057,0.845808,2.642825,2.192042,6.308117,0.99208,0.612388,0.669401,0.711065,11.815402,1.91531,1.117232,1.36143,0.81696,4.986402,0.665962,0.857774,0.700963,0.516818,9.709526,0.945647,1.667755,0.906217,0.604398,15.975955,2.009821,2.050849,1.258819,0.986416,18.431833,3.629863,1.709845,1.605706,1.532451,18.079002,3.048507,1.974319,1.999935,1.319077,22.434734,5.032957,1.922773,1.537604,1.414385,17.973743,2.707388,1.899681,1.610907,1.377985
adityaps.moderateanxiety.csv,10.717217,2.727012,1.375327,1.414823,0.931314,26.474842,3.850698,2.398215,2.504622,1.579461,6.000666,1.81338,0.779615,0.901368,0.636772,5.730455,1.17956,0.915464,1.252511,1.198785,10.24996,1.613633,0.726611,2.567511,1.911799,5.166866,1.194604,0.540667,0.614312,0.63831,9.526554,2.525303,1.236905,1.282625,0.764514,3.664547,0.825433,0.934773,0.638838,0.485063,7.211083,1.083869,1.587215,0.783629,0.566454,12.778683,2.218158,1.964941,1.119484,0.915664,15.606059,4.083217,1.696184,1.435251,1.504399,14.022042,3.648591,2.159288,1.773069,1.272952,21.018997,5.569439,1.866449,1.336155,1.355953,13.443637,3.217646,1.98318,1.417959,1.305522
adityaps.moderateanxiety.csv,7.493686,3.026067,1.563319,1.380399,0.922681,23.062834,4.35266,2.437061,2.700426,1.637814,4.812242,1.969037,0.914379,0.866189,0.632025,5.240097,1.292886,1.075536,1.221983,1.18525,8.782868,1.786673,0.640431,2.564013,1.80013,4.55048,1.322282,0.484757,0.602469,0.602659,8.13485,2.976085,1.417583,1.215657,0.740627,2.732475,0.921495,1.023205,0.577176,0.464054,5.450036,1.170925,1.489386,0.6591,0.54252,10.57122,2.235755,1.901302,1.005745,0.884684,13.871647,4.106349,1.686604,1.319655,1.456549,11.129309,3.857622,2.368737,1.620909,1.256753,21.102882,5.44661,1.795992,1.178125,1.331851,10.08797,3.369803,2.074227,1.293528,1.251202
