Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
adityascary.normal.csv,6.440069,2.190991,0.500724,0.587032,0.547892,50.457916,3.53206,1.116189,1.093321,0.742118,3.517894,0.816422,0.373327,0.352166,0.213315,11.249515,1.181223,0.824327,0.632623,0.512848,5.932459,1.002867,0.526502,1.613457,0.809543,4.449012,0.64265,0.33572,0.371056,0.279447,7.611101,0.937852,0.546751,0.57952,0.406791,2.161619,0.551963,0.299194,0.26606,0.21826,3.191992,1.104842,0.917031,0.440627,0.298418,6.471035,1.671107,1.321395,0.717314,0.532749,9.901846,1.857009,1.017972,0.950366,0.596302,8.327506,1.883454,0.688404,0.768923,0.570818,16.045042,3.852277,0.474646,1.043,0.743915,8.19704,2.041829,0.353151,0.604891,0.565766
adityascary.normal.csv,7.486651,2.646894,0.513495,0.569072,0.507974,67.065529,4.454105,0.996774,1.060869,0.728075,4.154134,1.066053,0.372322,0.324399,0.188548,10.571531,1.55777,0.831209,0.55906,0.427108,7.529299,1.3007,0.640284,1.620384,0.798838,5.40413,0.75911,0.373345,0.348824,0.24475,9.661295,1.102052,0.569969,0.498381,0.378142,2.837093,0.609178,0.319212,0.260418,0.199259,4.229778,1.28211,0.951674,0.466474,0.290682,8.353253,1.987249,1.360594,0.739953,0.474057,11.744702,2.205601,1.098867,0.920303,0.527772,10.277881,2.474577,0.726419,0.747426,0.512187,18.138435,4.882801,0.634888,1.052924,0.748914,9.634312,2.632521,0.338376,0.602553,0.53211
adityascary.normal.csv,8.243567,2.877806,0.54111,0.558162,0.4848,81.033699,5.312901,0.879036,1.015282,0.714821,4.63387,1.238533,0.364616,0.291088,0.178425,10.405733,1.929052,0.923579,0.52687,0.367495,8.526368,1.511241,0.768723,1.549645,0.820973,5.797607,0.809292,0.393947,0.32225,0.226939,10.946671,1.185715,0.565789,0.412536,0.368943,3.263554,0.628315,0.337675,0.252013,0.191277,4.895792,1.354558,0.922987,0.463793,0.292027,9.452794,2.143743,1.33668,0.75231,0.428815,12.56351,2.47543,1.155099,0.891209,0.496348,11.621368,2.866376,0.753816,0.710474,0.493526,18.73604,5.807801,0.883226,1.127743,0.775098,10.311597,3.068509,0.350295,0.589228,0.514426
adityascary.normal.csv,8.301313,2.779861,0.573695,0.539221,0.475929,85.61808,5.978577,0.78154,0.934153,0.708299,4.733961,1.27105,0.349823,0.253456,0.183783,9.963325,2.114213,1.016953,0.506753,0.333586,8.484252,1.550621,0.890411,1.392022,0.862793,5.419601,0.761199,0.382032,0.287703,0.21848,10.845975,1.135223,0.518244,0.329022,0.368948,3.255033,0.587614,0.342692,0.231358,0.189386,4.909657,1.287056,0.837886,0.428424,0.293347,9.183715,2.064107,1.255222,0.739719,0.395082,11.850608,2.540394,1.163563,0.845971,0.493934,11.699585,2.913665,0.75116,0.653276,0.500887,17.320395,6.338612,1.173421,1.236161,0.804995,9.861328,3.190073,0.379409,0.558195,0.506618
adityascary.normal.csv,7.800175,2.402575,0.6082,0.504883,0.478991,83.847778,6.504752,0.775368,0.839673,0.71324,4.382507,1.166771,0.336064,0.217009,0.202135,9.021615,2.027957,1.040448,0.475042,0.318716,7.458081,1.404143,0.98309,1.171695,0.905769,4.383231,0.622733,0.333307,0.245718,0.212654,9.448827,0.956284,0.434814,0.257116,0.366355,2.825998,0.491884,0.325795,0.197448,0.18736,4.289886,1.109603,0.717426,0.369596,0.286789,7.810331,1.762862,1.140924,0.700083,0.370846,9.872375,2.375275,1.143169,0.775691,0.50545,10.519936,2.620486,0.732136,0.58392,0.517997,14.396043,6.310805,1.473155,1.33119,0.82057,8.470764,2.979001,0.437318,0.518074,0.502668
adityascary.normal.csv,7.196654,1.858007,0.637284,0.46408,0.493666,80.494408,6.808575,0.999382,0.812625,0.731864,3.85405,0.968601,0.333495,0.190656,0.229577,7.705779,1.692777,0.975221,0.429943,0.31785,6.090333,1.135402,1.029191,0.939031,0.935785,3.180499,0.442325,0.262203,0.203781,0.210428,7.408158,0.716841,0.34649,0.20959,0.35653,2.195042,0.373412,0.289454,0.160053,0.182738,3.378721,0.909244,0.593812,0.307001,0.270561,5.911371,1.370843,1.030257,0.648003,0.359452,7.5167,2.083429,1.136693,0.689811,0.521117,8.703951,2.107379,0.730268,0.520821,0.537982,11.167171,5.797983,1.741455,1.376463,0.815955,6.799987,2.525081,0.537272,0.488384,0.500696
adityascary.normal.csv,6.70642,1.314352,0.648667,0.433897,0.520895,85.883553,7.317527,1.67456,0.975907,0.766122,3.283863,0.759216,0.345245,0.180215,0.26297,6.181722,1.239129,0.851872,0.384627,0.329861,4.802768,0.855711,1.018593,0.743878,0.945015,2.13721,0.282014,0.193283,0.171801,0.218786,5.378258,0.510674,0.288741,0.195499,0.344632,1.548534,0.273564,0.245541,0.132268,0.17909,2.458755,0.775003,0.496488,0.259536,0.250116,4.094085,1.058937,0.947528,0.604023,0.371366,5.658461,1.855163,1.178799,0.607655,0.544138,6.820062,1.575664,0.773406,0.476568,0.565546,9.03729,5.100316,1.935113,1.354629,0.800245,5.375783,2.015689,0.6751,0.483253,0.503015
adityascary.normal.csv,6.754135,0.922685,0.63327,0.429801,0.558889,105.975258,8.562707,2.90058,1.408812,0.811958,2.960338,0.617852,0.366202,0.187403,0.299236,5.064777,0.813253,0.709191,0.353428,0.354689,4.100375,0.659138,0.95044,0.621302,0.930801,1.569282,0.186755,0.148253,0.158172,0.24236,3.94143,0.405988,0.278342,0.215379,0.340463,1.11763,0.225118,0.207748,0.123304,0.182333,1.864065,0.754557,0.436867,0.23801,0.235153,3.002536,0.950969,0.887839,0.583449,0.417041,4.957798,1.87902,1.267723,0.549793,0.58372,5.620683,1.209859,0.860304,0.45262,0.607025,9.140214,4.607965,2.036732,1.277602,0.786454,4.761413,1.653136,0.826675,0.503701,0.51197
adityascary.normal.csv,7.118989,0.750013,0.593234,0.45291,0.601117,141.276459,10.771514,4.546703,2.080179,0.858266,2.831308,0.577256,0.389463,0.209512,0.334546,4.453854,0.533455,0.583558,0.343531,0.392732,3.887802,0.583053,0.839001,0.579714,0.896104,1.397044,0.168894,0.136787,0.167415,0.277729,3.118795,0.419169,0.307052,0.261903,0.351284,0.918815,0.236718,0.183239,0.13457,0.19647,1.600629,0.828329,0.407591,0.243661,0.235388,2.712273,1.066709,0.829397,0.590234,0.497892,5.453718,2.224402,1.358421,0.526063,0.644468,5.151586,1.08759,0.959495,0.441564,0.663292,11.858429,4.626006,2.076302,1.166648,0.779374,4.886589,1.543112,0.950921,0.53502,0.526273
adityascary.normal.csv,7.614359,0.750631,0.542546,0.490342,0.637597,184.107071,13.626583,6.293199,2.833397,0.889825,2.882331,0.603949,0.41286,0.241089,0.364058,4.387785,0.480375,0.492303,0.357294,0.443003,3.984351,0.590114,0.707712,0.602039,0.848407,1.483301,0.205013,0.153769,0.196341,0.313803,2.836608,0.507456,0.34822,0.319516,0.376913,0.94274,0.287814,0.171642,0.160191,0.220218,1.639595,0.925308,0.392261,0.269772,0.254299,3.117116,1.310816,0.763336,0.61859,0.599605,6.857472,2.796987,1.400956,0.535097,0.719664,5.296538,1.136135,1.031244,0.433962,0.725753,16.423029,5.217883,2.105236,1.046922,0.774311,5.616435,1.638067,1.016669,0.557752,0.540959
adityascary.normal.csv,7.964663,0.822586,0.49815,0.52183,0.657788,221.989792,16.345016,7.709186,3.440086,0.892962,3.037347,0.639746,0.440413,0.275023,0.382576,5.380903,0.73681,0.451023,0.393461,0.500406,4.161327,0.620305,0.583493,0.656934,0.797075,1.664954,0.26217,0.184929,0.234972,0.337846,2.936152,0.616795,0.378655,0.370642,0.40985,1.13408,0.347019,0.171805,0.190172,0.246952,1.906542,0.976352,0.377859,0.30441,0.286582,4.007032,1.539858,0.6957,0.655986,0.695226,8.78653,3.388999,1.357936,0.564299,0.791248,5.88674,1.224421,1.053463,0.42228,0.778256,21.367586,6.171021,2.155012,0.936989,0.763183,6.723888,1.801944,1.013882,0.556599,0.54983
adityascary.normal.csv,7.984439,0.869305,0.478812,0.532005,0.653477,239.977936,17.942663,8.42099,3.702697,0.860862,3.22191,0.636319,0.477893,0.304914,0.385534,7.932694,1.344988,0.465552,0.446507,0.555004,4.283904,0.623965,0.491563,0.718916,0.748393,1.883302,0.312886,0.215686,0.271754,0.342,3.344472,0.700997,0.387502,0.40275,0.438778,1.445547,0.383776,0.183152,0.214777,0.267593,2.339159,0.942305,0.360323,0.335221,0.32036,5.141787,1.635171,0.647242,0.691173,0.754768,10.810325,3.752439,1.229753,0.597579,0.83596,6.733814,1.239431,1.030634,0.407019,0.803133,25.111366,7.051592,2.225647,0.842805,0.739247,7.917285,1.882065,0.958965,0.528988,0.547309
adityascary.normal.csv,7.53353,0.863926,0.49557,0.516821,0.621378,229.793137,17.776865,8.274029,3.542477,0.797006,3.340907,0.584302,0.528216,0.326255,0.370607,11.767852,2.244445,0.53279,0.5094,0.595447,4.324743,0.607429,0.44104,0.770753,0.706108,2.102367,0.351296,0.238028,0.297271,0.326363,3.988045,0.745164,0.380293,0.411241,0.452661,1.800646,0.393726,0.207669,0.228163,0.27508,2.82998,0.838468,0.347985,0.354996,0.342171,6.261214,1.566357,0.631284,0.719675,0.757326,12.453666,3.767844,1.04504,0.628289,0.837338,7.586713,1.164486,0.987244,0.399014,0.788413,26.587139,7.495605,2.250118,0.763128,0.700746,8.866407,1.815732,0.877593,0.48719,0.530152
adityascary.normal.csv,6.454451,0.83707,0.552105,0.483264,0.564253,192.600754,15.77297,7.359639,3.022294,0.712871,3.257469,0.510501,0.594474,0.338413,0.339216,16.379215,3.274536,0.627718,0.568413,0.612363,4.065868,0.60066,0.428404,0.790488,0.669516,2.181403,0.382272,0.24925,0.30611,0.297507,4.435895,0.762338,0.370759,0.398928,0.443449,2.015649,0.391773,0.256872,0.228863,0.26708,3.121807,0.707727,0.359097,0.36051,0.341738,6.806948,1.373107,0.660924,0.739765,0.698347,12.931229,3.438488,0.872927,0.660689,0.793691,7.937576,1.066509,0.966893,0.415388,0.731528,25.430618,7.262174,2.171305,0.694414,0.649241,9.017673,1.630476,0.809477,0.451082,0.498302
adityascary.normal.csv,5.216339,0.84985,0.635107,0.445362,0.493129,139.428986,12.563985,5.994948,2.313259,0.626031,3.114969,0.460315,0.665505,0.345584,0.29795,20.542095,4.205241,0.718243,0.607617,0.602481,3.757451,0.626508,0.439175,0.763452,0.634359,2.147317,0.411114,0.249742,0.297286,0.264455,4.709863,0.767471,0.370197,0.373645,0.408799,2.070412,0.398305,0.344454,0.219562,0.246346,3.214823,0.596062,0.408466,0.353016,0.317226,6.687118,1.140926,0.735591,0.753243,0.596823,12.173908,2.892562,0.773302,0.702095,0.722758,7.864396,1.051167,0.988435,0.46989,0.642607,21.71558,6.331727,1.965424,0.634864,0.594946,8.489027,1.407725,0.771552,0.437294,0.458262
adityascary.normal.csv,3.985911,0.95735,0.721252,0.41789,0.4251,85.355789,9.054915,4.558067,1.619516,0.554541,2.876147,0.470102,0.722017,0.356766,0.25742,23.083967,4.795149,0.769334,0.614837,0.572654,3.310581,0.678501,0.461164,0.692477,0.601171,1.949906,0.43823,0.242112,0.273314,0.234936,4.58256,0.759546,0.382145,0.343959,0.354,1.894853,0.421478,0.470689,0.205603,0.219022,2.974581,0.526489,0.498246,0.337398,0.276401,5.79775,0.951249,0.841141,0.761878,0.489365,10.177667,2.300137,0.774768,0.753812,0.654681,7.240937,1.191565,1.037157,0.567091,0.543523,16.868963,4.962927,1.667336,0.587342,0.555357,7.221775,1.240998,0.76217,0.45289,0.421487
adityascary.normal.csv,3.137921,1.169431,0.779575,0.408475,0.375932,45.689838,6.062931,3.304933,1.090346,0.510276,2.651984,0.548612,0.741114,0.380969,0.227835,23.718683,4.833538,0.763036,0.58558,0.537628,2.852334,0.742505,0.483149,0.599012,0.580013,1.67223,0.461416,0.229372,0.238839,0.213141,4.129693,0.744277,0.400809,0.314575,0.290859,1.56904,0.458094,0.614328,0.192187,0.191787,2.527799,0.508074,0.612,0.320378,0.233144,4.461282,0.865224,0.942877,0.763112,0.413579,7.613939,1.833903,0.853594,0.808026,0.616364,6.366711,1.49264,1.069916,0.697039,0.459823,12.139805,3.637011,1.369376,0.56522,0.546269,5.701201,1.207972,0.762847,0.495144,0.397784
adityascary.normal.csv,2.897508,1.454429,0.797106,0.417781,0.353834,26.291592,4.09648,2.398463,0.786917,0.498754,2.581292,0.663197,0.709803,0.420033,0.214624,22.407719,4.306628,0.698324,0.523974,0.511689,2.617285,0.78856,0.496807,0.512379,0.586688,1.485011,0.466824,0.213194,0.199506,0.200971,3.75099,0.711234,0.414227,0.2857,0.233599,1.268492,0.487144,0.73578,0.182868,0.169248,2.125864,0.524538,0.712511,0.308159,0.201419,3.328524,0.882518,1.003288,0.749837,0.390798,5.669386,1.534861,0.960439,0.849185,0.618706,5.801619,1.866671,1.045028,0.833063,0.409684,9.274425,2.669797,1.177434,0.585225,0.575208,4.698651,1.307741,0.758752,0.553706,0.391341
adityascary.normal.csv,3.296065,1.762369,0.778209,0.440106,0.357643,23.872158,3.298471,1.878378,0.685357,0.519727,2.827347,0.761907,0.628909,0.464348,0.217477,20.072271,3.398908,0.600789,0.442046,0.503439,2.867503,0.799852,0.494371,0.452151,0.636262,1.575036,0.443459,0.19474,0.160732,0.2007,3.947805,0.655939,0.412806,0.256018,0.195748,1.201071,0.487216,0.794117,0.179109,0.154023,2.080186,0.55905,0.760011,0.304341,0.190503,3.121086,0.972855,0.998592,0.713953,0.417579,5.611498,1.401328,1.040545,0.861098,0.654263,6.222611,2.187557,0.944492,0.939288,0.399416,9.338228,2.204779,1.14493,0.650838,0.637635,5.003195,1.494882,0.742205,0.613368,0.402153
adityascary.normal.csv,4.18853,2.031405,0.743716,0.466505,0.378297,30.9249,3.338326,1.692728,0.709482,0.56436,3.433076,0.80857,0.518561,0.496276,0.232306,17.967638,2.457702,0.507735,0.359204,0.513242,3.753588,0.78074,0.470225,0.424711,0.732923,2.034381,0.393211,0.17404,0.12777,0.214788,4.978072,0.594299,0.392642,0.226889,0.185547,1.473454,0.452614,0.766771,0.181047,0.146823,2.560893,0.59846,0.732324,0.310833,0.201232,4.240204,1.099713,0.93051,0.653424,0.470347,7.885086,1.405054,1.071814,0.834296,0.702229,7.865104,2.367407,0.794599,0.983392,0.423607,12.316963,2.142499,1.2511,0.742914,0.717632,6.831503,1.70102,0.725935,0.657309,0.426197
adityascary.normal.csv,5.424347,2.238972,0.716281,0.488495,0.40473,40.203838,3.966766,1.804104,0.78029,0.617482,4.303802,0.814171,0.407652,0.498307,0.254831,16.627802,1.779773,0.442189,0.291965,0.535169,5.273063,0.774142,0.430457,0.436381,0.863995,2.799933,0.340544,0.152198,0.104626,0.243352,6.735954,0.573211,0.355369,0.202459,0.203579,2.043821,0.404417,0.659527,0.187666,0.146846,3.472868,0.636771,0.63622,0.328376,0.227707,6.455139,1.234743,0.819891,0.576083,0.521322,11.952862,1.536627,1.052414,0.772445,0.74085,10.45522,2.425555,0.640339,0.950098,0.470319,17.381693,2.233958,1.398061,0.829282,0.791984,9.700027,1.883598,0.720926,0.672313,0.458089
adityascary.normal.csv,6.709412,2.391603,0.70939,0.498892,0.428961,48.17944,4.767407,2.162047,0.854995,0.664348,5.208966,0.825705,0.323345,0.462648,0.281355,16.261423,1.488084,0.423148,0.248385,0.561072,7.080546,0.829826,0.392236,0.49667,1.006811,3.683154,0.314473,0.131558,0.093746,0.281599,8.673016,0.636545,0.305291,0.186129,0.243366,2.706391,0.375461,0.502955,0.19747,0.151801,4.52526,0.676725,0.50299,0.355668,0.260853,9.091734,1.355374,0.694874,0.499779,0.552365,16.262686,1.803944,0.997667,0.692308,0.756083,13.179064,2.456576,0.520507,0.849863,0.525015,22.902342,2.277486,1.470179,0.874949,0.837674,12.574506,2.043235,0.727453,0.652366,0.491671
adityascary.normal.csv,7.697045,2.505472,0.726006,0.493941,0.44545,52.616611,5.62549,2.587151,0.902328,0.696534,5.909372,0.878975,0.284226,0.396767,0.307009,16.597172,1.577193,0.459519,0.234071,0.583258,8.737547,0.974068,0.384117,0.612686,1.136542,4.404263,0.33598,0.116453,0.09623,0.319877,10.148112,0.798956,0.25052,0.179415,0.293872,3.232973,0.388804,0.343393,0.208717,0.158008,5.374792,0.720941,0.376016,0.387235,0.291693,11.286845,1.44094,0.586554,0.444961,0.558694,19.331343,2.170071,0.94265,0.614827,0.741895,15.189118,2.542122,0.465872,0.715066,0.571636,27.712347,2.177762,1.405149,0.858064,0.839458,14.465493,2.182632,0.743135,0.600671,0.518529
adityascary.normal.csv,8.297565,2.580775,0.775592,0.475919,0.450957,52.291714,6.354572,2.920325,0.900197,0.714133,6.257325,0.974871,0.303634,0.31958,0.325881,17.305063,1.963483,0.588686,0.252696,0.595304,9.878778,1.174954,0.420947,0.772665,1.23297,4.838933,0.392728,0.108923,0.109696,0.347587,10.726851,1.014489,0.199537,0.180918,0.343071,3.490218,0.439476,0.219015,0.218283,0.162609,5.876078,0.762849,0.288141,0.414204,0.314172,12.665423,1.467337,0.515747,0.42422,0.546214,20.469564,2.549396,0.93068,0.554437,0.699228,16.029106,2.695965,0.495398,0.583065,0.597414,31.138903,1.972733,1.2426,0.78146,0.797486,14.910123,2.293925,0.78842,0.529992,0.530512
