Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,Column1
goutamspell.severeanxiety.csv,4.785596,1.276408,1.019471,0.917613,0.462042,9.791649,1.979576,1.069668,1.07574,0.612253,4.683104,0.697067,0.852073,0.920583,0.458727,5.656663,2.315677,1.174019,0.778975,0.487127,2.886753,0.709585,0.60674,0.890548,2.113604,17.048311,4.490908,0.917057,0.954304,0.861197,6.828772,0.802074,1.107661,0.550639,0.503063,6.812338,1.471453,1.47766,0.691255,0.436004,7.377803,1.779918,1.964473,1.064848,0.967488,6.836619,1.621849,1.546267,1.409716,1.438754,10.640045,2.167901,2.318246,1.352666,0.612531,7.458352,1.898396,1.864476,1.459318,0.826485,22.314857,4.990491,2.688039,1.950633,0.685137,1544.509888,84.625542,43.416183,8.673453,1.868144,
goutamspell.severeanxiety.csv,3.9111,0.964076,0.858184,0.780395,0.434887,8.782002,2.062681,1.081844,0.95569,0.576481,3.740643,0.601811,0.725004,0.795092,0.418537,5.001194,2.581742,1.144568,0.687163,0.438224,2.467648,0.594621,0.615413,0.775688,2.026718,17.697592,3.709722,0.682392,0.850347,0.808838,7.353668,0.57976,0.930206,0.545817,0.454275,7.064569,1.367404,1.206597,0.64023,0.373664,7.499105,1.545014,1.658422,0.957209,0.883654,7.397115,1.488777,1.207584,1.240422,1.251394,11.61555,1.849849,1.82254,1.168131,0.526103,6.626961,1.612269,1.468374,1.223468,0.719797,24.964312,5.730926,2.322366,1.853032,0.642858,1522.657349,73.473701,39.911888,7.731208,1.678649,
goutamspell.severeanxiety.csv,3.708564,0.850385,0.698735,0.692855,0.435233,8.267118,2.257096,1.031078,0.838839,0.566458,3.26254,0.711462,0.632968,0.722364,0.408718,4.438235,3.042747,1.197625,0.629416,0.424365,2.255264,0.617616,0.645603,0.753787,1.917573,18.13167,2.997212,0.574224,0.821266,0.844633,7.505997,0.467667,0.74431,0.566007,0.451857,7.208541,1.231226,0.94667,0.598682,0.331082,7.621484,1.295074,1.42772,0.891227,0.81026,7.92846,1.334231,0.931196,1.119062,1.127516,12.577074,1.526318,1.355706,1.027682,0.47195,6.207408,1.433281,1.126282,1.05718,0.645534,27.828276,6.111661,1.867548,1.700732,0.629247,1298.250366,54.833038,31.934984,5.981609,1.35664,
goutamspell.severeanxiety.csv,4.218857,0.960543,0.625354,0.649394,0.469355,7.986574,2.453615,0.953911,0.740239,0.589814,3.22181,1.03554,0.659406,0.703577,0.436834,4.320195,3.619268,1.326272,0.609671,0.450706,2.240858,0.803639,0.706725,0.793051,1.815062,17.919191,2.513381,0.569885,0.892482,1.005044,7.262111,0.543142,0.614782,0.61813,0.512009,7.04396,1.159616,0.808905,0.570928,0.325196,7.459778,1.168015,1.401331,0.889556,0.77023,8.066258,1.283093,0.89396,1.085127,1.099092,13.024927,1.312604,1.119959,0.957037,0.467467,6.009842,1.444971,1.02317,0.980033,0.634139,28.699169,5.96835,1.494095,1.539604,0.644507,947.2771,34.727638,22.073315,3.95707,1.015398,
goutamspell.severeanxiety.csv,5.391775,1.239055,0.700318,0.629311,0.53147,7.941038,2.531466,0.89537,0.664454,0.645225,3.527964,1.50083,0.850656,0.716831,0.499445,5.535022,4.172997,1.495832,0.625444,0.513374,2.51884,1.114416,0.829939,0.851295,1.756246,16.500301,2.267819,0.672068,1.055126,1.305116,6.769051,0.813066,0.588546,0.698862,0.637908,6.646326,1.216942,0.859525,0.550032,0.364912,7.011453,1.24874,1.626609,0.937467,0.77968,7.734662,1.416676,1.18819,1.142828,1.163372,12.867887,1.299812,1.220372,0.937403,0.520447,5.996142,1.66019,1.268809,0.968979,0.700034,27.720335,5.331557,1.297037,1.397288,0.681734,590.380493,18.586964,13.173118,2.20921,0.769507,
goutamspell.severeanxiety.csv,6.903389,1.554618,0.986207,0.615093,0.604114,7.956913,2.429273,0.921416,0.612608,0.724242,4.094351,1.968609,1.258358,0.736111,0.582728,8.157409,4.53335,1.697988,0.678949,0.600273,3.03994,1.476629,1.033108,0.902147,1.772807,13.851715,2.20764,0.875099,1.267562,1.742756,6.233142,1.22002,0.680175,0.797039,0.820568,6.111658,1.418519,1.11904,0.530575,0.447114,6.357059,1.539588,2.081328,0.999647,0.848299,7.019625,1.731684,1.809606,1.264209,1.289124,12.233874,1.486285,1.699988,0.925855,0.625826,6.210584,1.994681,1.940126,0.984818,0.833606,25.234631,4.399868,1.38957,1.278508,0.730784,302.72052,9.046537,7.121212,1.080069,0.679474,
goutamspell.severeanxiety.csv,8.339007,1.788218,1.49984,0.598663,0.66645,7.467119,2.175224,1.053923,0.5791,0.81321,4.723752,2.314626,1.892629,0.741102,0.668227,11.964506,4.591901,1.921482,0.767204,0.696649,3.722888,1.837558,1.297347,0.940755,1.883286,10.739166,2.317879,1.145723,1.469406,2.298631,5.753919,1.718352,0.86303,0.892214,1.040026,5.621016,1.746608,1.544187,0.519029,0.557277,5.738094,1.986157,2.677302,1.052889,0.980025,6.147485,2.189255,2.629941,1.419947,1.434167,11.499511,1.82564,2.510094,0.886109,0.769718,6.695162,2.350724,3.023691,0.997283,1.004301,21.785316,3.532926,1.836315,1.175947,0.783429,133.829819,5.234259,4.251475,0.583166,0.728937,
goutamspell.severeanxiety.csv,9.393301,1.888683,2.182712,0.582588,0.701144,6.912896,1.858026,1.263197,0.564295,0.894051,5.445911,2.482958,2.693494,0.72341,0.736663,15.979606,4.348057,2.156587,0.881422,0.785957,4.491791,2.176362,1.5886,0.990487,2.079716,8.349001,2.599654,1.44188,1.607675,2.921781,5.501217,2.268638,1.091288,0.967714,1.264228,5.335953,2.138597,2.037863,0.527392,0.671772,5.398149,2.482938,3.285081,1.090758,1.1644,5.420237,2.733692,3.431362,1.585945,1.558719,11.011662,2.217314,3.479469,0.81732,0.935856,7.651696,2.657082,4.366242,0.992547,1.169478,18.577785,3.155847,2.602144,1.074775,0.834305,55.893707,4.561051,3.700661,0.489059,0.843996,
goutamspell.severeanxiety.csv,9.877829,1.86459,2.912212,0.583315,0.702427,6.367439,1.574002,1.49557,0.582908,0.949569,6.163055,2.47822,3.523534,0.699966,0.774353,18.897724,3.886009,2.380381,1.016903,0.853629,5.183958,2.474252,1.873031,1.101577,2.321365,7.533755,3.011229,1.735045,1.676227,3.52216,5.348354,2.81395,1.334091,1.031985,1.454419,5.204852,2.500175,2.479464,0.569198,0.765337,5.378551,2.905888,3.770583,1.124276,1.372286,4.856621,3.27019,3.978691,1.730667,1.636275,11.089426,2.55286,4.357096,0.771767,1.105006,8.970877,2.874042,5.678554,0.989597,1.290014,16.446123,3.411164,3.53969,0.976992,0.879619,35.285538,4.651739,4.176998,0.559283,0.945721,
goutamspell.severeanxiety.csv,10.099504,1.834647,3.524505,0.616203,0.681281,6.208786,1.516139,1.684375,0.644828,0.971558,7.031533,2.358238,4.185097,0.69533,0.780536,20.566284,3.337126,2.560724,1.166686,0.892174,5.81076,2.693602,2.122338,1.321045,2.54482,8.843402,3.421371,2.02881,1.715847,3.988807,5.282424,3.246821,1.553902,1.109645,1.580285,5.193765,2.714772,2.737465,0.644916,0.823098,5.738599,3.126227,4.01337,1.161184,1.564552,4.557102,3.676125,4.114899,1.815028,1.666009,12.162986,2.742539,4.883646,0.810536,1.258463,10.759646,2.990187,6.606862,1.016337,1.34908,16.461275,4.220487,4.423615,0.894937,0.921281,27.979759,4.668818,4.673315,0.683925,0.994909,
goutamspell.severeanxiety.csv,11.251118,2.053936,3.866771,0.681582,0.662832,8.264221,1.932176,1.770972,0.741047,0.968724,7.991073,2.209207,4.501075,0.72607,0.76896,21.166523,2.809461,2.659114,1.315198,0.904655,6.300111,2.776712,2.302649,1.669712,2.683908,11.633502,3.689573,2.313134,1.77622,4.223207,5.146487,3.462646,1.720574,1.221552,1.629268,5.08132,2.724472,2.741317,0.739346,0.845566,6.131724,3.091123,3.942852,1.198169,1.706915,4.350622,3.868468,3.810447,1.810882,1.669925,14.228611,2.766121,4.891749,0.958816,1.383835,12.703947,3.027175,6.878479,1.087003,1.361155,18.612513,5.353419,5.005225,0.843476,0.971095,29.736221,4.71434,4.741818,0.820017,1.001256,
goutamspell.severeanxiety.csv,15.14845,2.779948,3.878631,0.762909,0.67757,15.207837,3.088772,1.731205,0.849719,0.963502,8.96303,2.102602,4.388949,0.790302,0.762107,21.214037,2.368079,2.630477,1.4438,0.904822,6.745392,2.679103,2.372206,2.115399,2.706129,15.229428,3.714906,2.544072,1.879541,4.188704,5.120782,3.400368,1.797106,1.364751,1.611953,5.025749,2.554445,2.513522,0.831129,0.849171,6.700726,2.849668,3.583566,1.23421,1.79381,4.405112,3.83705,3.187937,1.720395,1.683279,16.973513,2.657456,4.39323,1.193456,1.483634,14.486938,3.012761,6.433671,1.191097,1.367441,21.920925,6.531229,5.134662,0.834214,1.047866,30.681019,4.955716,4.417694,0.950634,1.012573,
goutamspell.severeanxiety.csv,22.880733,4.072395,3.599867,0.851933,0.754897,28.316959,4.975947,1.584197,0.949692,0.981853,9.71495,2.057783,3.88867,0.882819,0.78673,21.014156,2.019126,2.439651,1.551855,0.915638,7.169343,2.399071,2.292413,2.591615,2.645078,18.565512,3.459329,2.65151,2.021803,3.948657,5.36454,3.057206,1.741284,1.522041,1.565266,5.12296,2.292062,2.136808,0.919127,0.867196,7.349625,2.531754,3.04306,1.295529,1.865573,4.850907,3.660375,2.474853,1.594675,1.747089,19.835688,2.50444,3.566771,1.488388,1.586909,15.618134,2.95126,5.429946,1.326474,1.430379,26.29693,7.570638,4.800136,0.910969,1.176788,35.939568,5.445485,3.723906,1.077134,1.091287,
goutamspell.severeanxiety.csv,33.60527,5.677225,3.174942,0.960004,0.904932,47.407257,7.187004,1.386565,1.045872,1.038257,9.976266,2.034813,3.187807,1.002994,0.85767,20.738632,1.711275,2.103995,1.655809,0.955794,7.527314,2.001432,2.06376,3.036223,2.582761,20.915154,3.013765,2.603875,2.206703,3.643674,5.989466,2.527769,1.563682,1.692141,1.533867,5.577766,2.072079,1.732125,1.029353,0.930574,8.242994,2.280358,2.507942,1.429594,1.981767,5.755075,3.443895,1.911944,1.536686,1.887261,21.483427,2.388014,2.703455,1.830619,1.729253,15.66223,2.817512,4.227321,1.515344,1.596291,31.693575,8.344108,4.163398,1.12735,1.36976,39.86507,6.063984,2.969962,1.220636,1.273829,
goutamspell.severeanxiety.csv,44.200771,7.086867,2.781495,1.106012,1.104532,67.970909,9.022269,1.203205,1.1614,1.124579,9.363476,1.977287,2.545084,1.151505,0.965124,20.021864,1.417083,1.700706,1.772843,1.02696,7.625795,1.602119,1.750364,3.410297,2.596052,21.708654,2.530644,2.448683,2.442462,3.415362,6.884679,1.971423,1.357709,1.885173,1.543001,6.31256,1.993711,1.440974,1.200919,1.045729,9.090671,2.168181,2.188605,1.675701,2.175377,6.884211,3.246901,1.662602,1.654247,2.092616,21.020576,2.320891,2.083015,2.220699,1.919543,14.170061,2.590692,3.246418,1.789693,1.859033,34.140327,8.630865,3.450362,1.504468,1.607167,47.275105,6.506444,2.295896,1.40731,1.541539,
goutamspell.severeanxiety.csv,51.461571,7.84418,2.531609,1.299207,1.302943,85.267181,9.969363,1.068073,1.317693,1.212917,8.065275,1.863388,2.143053,1.325339,1.078172,18.695517,1.214199,1.307098,1.902319,1.112671,7.334629,1.326388,1.444943,3.712192,2.712126,20.673378,2.149289,2.274319,2.737583,3.334825,7.812589,1.531719,1.233702,2.114706,1.586561,7.185253,2.072186,1.339842,1.454714,1.189633,9.738415,2.180755,2.176721,2.031687,2.429686,7.810401,3.099499,1.731579,1.996692,2.323844,18.36067,2.276986,1.832999,2.655993,2.134508,11.607029,2.293937,2.744841,2.16626,2.15753,34.989529,8.316753,2.857898,1.996753,1.844733,42.857883,6.576463,1.913612,1.649052,1.825485,
goutamspell.severeanxiety.csv,52.875755,7.693909,2.425096,1.522673,1.447441,94.540367,9.841992,0.988708,1.514877,1.272728,6.40816,1.695009,2.016071,1.508429,1.166255,16.741207,1.213195,0.985921,2.026946,1.19036,6.640524,1.243524,1.247104,3.955869,2.895569,18.337378,1.958493,2.180337,3.097942,3.396369,8.632381,1.288331,1.262319,2.381044,1.638621,8.016142,2.234775,1.407367,1.770852,1.326021,9.982258,2.231709,2.396313,2.453598,2.698181,8.308066,2.9667,1.980425,2.523608,2.549652,14.421547,2.210645,1.904403,3.108112,2.338275,8.723837,1.972841,2.715032,2.614625,2.413711,31.255924,7.41255,2.491842,2.497941,2.038191,43.097942,6.163679,1.774987,1.928706,2.045864,
goutamspell.severeanxiety.csv,48.021523,6.650079,2.388574,1.733007,1.511746,92.205452,8.759408,0.956847,1.725138,1.292669,4.881948,1.498264,2.080702,1.671628,1.218276,14.832032,1.464753,0.787134,2.12536,1.24697,5.701719,1.336541,1.218779,4.144372,3.086788,15.832745,1.945523,2.21672,3.52951,3.569867,9.212666,1.252332,1.445348,2.664534,1.679937,8.624711,2.394726,1.558966,2.085996,1.429065,9.813474,2.261117,2.675631,2.8581,2.944793,8.284666,2.800815,2.221976,3.108096,2.777374,10.68528,2.1213,2.144882,3.50659,2.500253,6.488513,1.705804,2.957697,3.05146,2.574207,26.560722,6.063004,2.353081,2.874654,2.160147,33.577759,5.348742,1.81462,2.200069,2.152953,
goutamspell.severeanxiety.csv,38.419518,5.06444,2.322553,1.876614,1.509102,81.875153,7.127173,0.9543,1.90594,1.294647,3.847548,1.319998,2.174347,1.781036,1.247308,13.291477,1.965626,0.722158,2.181033,1.292772,4.770658,1.549401,1.347618,4.26546,3.269898,14.067534,2.042929,2.341244,4.016599,3.86963,9.492527,1.366696,1.701142,2.916937,1.722632,8.800437,2.49297,1.69215,2.321032,1.494828,9.23436,2.262365,2.819864,3.152043,3.1581,7.844797,2.599521,2.298265,3.58884,3.058279,8.314755,2.066914,2.362245,3.76508,2.614369,5.433409,1.591576,3.181433,3.377127,2.63248,20.717415,4.648515,2.336056,3.025969,2.208514,26.967081,4.320515,1.886537,2.404676,2.148541,
goutamspell.severeanxiety.csv,27.44734,3.460609,2.145889,1.918549,1.477553,64.813797,5.484978,0.963479,2.02305,1.314841,3.40673,1.228428,2.150059,1.812539,1.275647,12.831917,2.623146,0.768619,2.191238,1.346844,4.132091,1.813306,1.546352,4.292158,3.473214,13.458608,2.196734,2.462732,4.486138,4.33287,9.495317,1.539347,1.899743,3.074763,1.794709,8.512573,2.534927,1.743344,2.42651,1.532621,8.436802,2.287114,2.736132,3.285612,3.339737,7.165747,2.413579,2.174983,3.854574,3.441523,7.745001,2.148203,2.433977,3.820962,2.692322,5.632416,1.721046,3.159688,3.523975,2.617499,15.169965,3.562443,2.315227,2.935093,2.204028,19.192839,3.404561,1.874967,2.498701,2.073384,
goutamspell.severeanxiety.csv,17.762899,2.282258,1.853714,1.86543,1.453458,49.147957,4.256807,0.988635,2.074976,1.37269,3.478401,1.267311,1.951655,1.769456,1.316066,12.957898,3.284251,0.888353,2.174301,1.415938,4.011685,2.087676,1.700802,4.216507,3.735621,13.701567,2.364476,2.517238,4.835402,4.959333,9.469278,1.725332,1.953665,3.095042,1.913134,7.936846,2.560413,1.72332,2.415853,1.550411,7.647755,2.379502,2.481998,3.296833,3.483744,6.542333,2.289651,1.917041,3.881637,3.91824,8.284597,2.420203,2.337206,3.677104,2.744297,6.566741,2.092932,2.84011,3.493129,2.566785,10.887973,3.045482,2.207254,2.67805,2.172558,12.903679,2.883078,1.742232,2.478443,1.976214,
goutamspell.severeanxiety.csv,11.342546,1.722628,1.505837,1.757757,1.447446,35.967228,3.56814,1.037729,2.082793,1.451363,3.778047,1.437341,1.622185,1.674764,1.358342,13.235948,3.785631,1.041795,2.153942,1.483503,4.575631,2.341702,1.738295,4.053687,4.051185,14.119602,2.574799,2.498221,4.975118,5.650555,9.776385,1.964045,1.857117,2.968172,2.060593,7.426339,2.650161,1.693205,2.343646,1.543924,7.106503,2.576721,2.215324,3.275469,3.556435,6.2397,2.280962,1.651442,3.725802,4.386978,9.156827,2.862619,2.125029,3.396085,2.760104,7.691567,2.646684,2.325109,3.337811,2.497621,7.655623,3.126042,2.003367,2.377962,2.121796,10.247665,2.856848,1.517072,2.375186,1.882909,
goutamspell.severeanxiety.csv,8.120432,1.700773,1.180627,1.637572,1.438214,28.916159,3.259001,1.115889,2.069678,1.504143,4.255991,1.710907,1.266369,1.553611,1.372153,13.345868,4.025597,1.188868,2.134027,1.513332,5.837435,2.527157,1.653362,3.836125,4.345536,14.02481,2.831527,2.449955,4.868616,6.203042,10.728922,2.287806,1.67833,2.728936,2.181233,7.313186,2.838171,1.70633,2.266327,1.496095,7.019002,2.868807,2.097028,3.295714,3.498764,6.417913,2.400234,1.514858,3.487364,4.682051,9.853802,3.42305,1.895556,3.063085,2.707504,8.846187,3.308349,1.79159,3.126273,2.39713,5.958818,3.59952,1.75462,2.126064,2.035016,8.159472,3.243472,1.259057,2.229796,1.785417,
goutamspell.severeanxiety.csv,7.043959,1.929346,0.933875,1.523259,1.387246,24.743908,3.075272,1.221003,2.039204,1.480462,4.775368,1.990071,0.981566,1.418299,1.325309,13.277289,3.987538,1.302856,2.091775,1.468445,7.520379,2.606504,1.49682,3.589206,4.505675,13.350307,3.155592,2.413118,4.522636,6.387699,12.30633,2.667742,1.498492,2.422634,2.205385,7.663481,3.052727,1.766329,2.198949,1.389591,7.352766,3.148153,2.193792,3.359553,3.260338,6.983363,2.559219,1.562836,3.248498,4.653339,10.321316,3.916626,1.726164,2.735019,2.546308,10.009814,3.881325,1.3831,2.893993,2.23509,5.58555,4.121983,1.532377,1.94695,1.886851,8.738853,3.743725,1.026567,2.059891,1.65356,
goutamspell.severeanxiety.csv,6.755488,2.11295,0.783903,1.40299,1.266631,23.717319,2.887428,1.344546,1.973956,1.36002,5.371399,2.170531,0.813724,1.264927,1.207732,13.143942,3.731929,1.36696,1.989542,1.335258,9.26813,2.571467,1.330977,3.308132,4.43821,12.433028,3.528527,2.384543,3.977137,6.07168,14.172518,3.005778,1.363734,2.07936,2.08987,8.232788,3.182997,1.833573,2.106587,1.223721,7.808557,3.299512,2.451595,3.391445,2.840849,7.627181,2.647651,1.758144,3.027822,4.246885,10.603209,4.158556,1.649261,2.418048,2.260928,11.247437,4.168726,1.157542,2.631504,1.996561,6.356972,4.368236,1.382412,1.803122,1.667814,8.195756,4.007952,0.869326,1.861081,1.468522,
goutamspell.severeanxiety.csv,6.820167,2.112969,0.712736,1.256225,1.079541,23.177473,2.660454,1.445405,1.853033,1.16647,6.0567,2.193386,0.755506,1.092745,1.039227,12.764949,3.389081,1.378398,1.803935,1.13348,10.479375,2.443193,1.215632,2.980042,4.115591,11.689218,3.876314,2.338348,3.306518,5.29161,15.589001,3.193838,1.289722,1.722621,1.839906,8.687632,3.14876,1.86072,1.941983,1.019861,8.119897,3.275389,2.743449,3.30094,2.306587,8.045353,2.605743,1.994985,2.800041,3.54057,10.760895,4.049082,1.637064,2.097659,1.881705,12.563691,4.08189,1.096545,2.324893,1.70116,8.119387,4.239152,1.312019,1.643304,1.399662,9.364321,3.891436,0.791609,1.629447,1.244008,
goutamspell.severeanxiety.csv,7.066605,1.931632,0.689184,1.084946,0.86454,23.352734,2.36467,1.478153,1.679732,0.955604,7.028987,2.055956,0.757841,0.916483,0.861306,12.22893,3.070317,1.339812,1.549039,0.909506,11.041254,2.241384,1.175554,2.619188,3.597527,11.216499,4.061904,2.256857,2.613721,4.246674,16.195093,3.126559,1.257531,1.377652,1.509885,8.933523,2.90096,1.826295,1.693229,0.816422,8.264903,3.059335,2.959195,3.060522,1.771029,8.226653,2.407957,2.169198,2.535364,2.721757,11.003379,3.611569,1.645175,1.785617,1.479958,14.032848,3.651114,1.133793,1.995239,1.40071,11.522088,3.956836,1.325398,1.4716,1.131168,9.083899,3.427521,0.793551,1.38626,1.023307,
goutamspell.severeanxiety.csv,8.220459,1.640766,0.674996,0.911071,0.674147,23.699955,1.99922,1.401719,1.479057,0.786726,8.47221,1.803162,0.764701,0.761222,0.714463,11.748322,2.816401,1.253636,1.268825,0.713332,10.684761,1.991018,1.17037,2.283886,3.003812,10.801297,3.990193,2.112441,1.998262,3.206568,15.533299,2.77564,1.21553,1.071696,1.178948,8.870582,2.482331,1.7264,1.395384,0.649631,8.223882,2.703691,3.031646,2.715762,1.338654,8.163207,2.10566,2.220363,2.234699,2.006121,11.720153,3.002884,1.613627,1.51944,1.136796,15.935089,3.020463,1.183286,1.695338,1.151327,17.936575,3.991194,1.400927,1.342951,0.911257,11.739354,2.805091,0.835069,1.165562,0.854328,
goutamspell.severeanxiety.csv,12.220693,1.33047,0.68029,0.774658,0.547382,26.906099,1.830014,1.254859,1.30158,0.696252,10.832398,1.479728,0.760218,0.664124,0.619229,11.886512,2.644522,1.145151,1.039423,0.580482,9.521115,1.725905,1.15943,2.078554,2.45793,10.360844,3.65901,1.902204,1.562718,2.386342,13.6084,2.202456,1.13529,0.847173,0.914534,8.453704,2.001488,1.56865,1.126598,0.535412,8.014132,2.274019,2.926433,2.366299,1.052561,8.013211,1.756351,2.135861,1.946276,1.53021,14.014792,2.368556,1.529756,1.360926,0.901498,19.044273,2.306035,1.217043,1.498384,0.980512,34.223522,4.847208,1.528368,1.326778,0.766388,15.428216,2.176474,0.935921,1.010214,0.760528,
goutamspell.severeanxiety.csv,19.53145,1.135798,0.725634,0.717435,0.492449,33.907871,2.228826,1.110349,1.206281,0.680722,13.568668,1.141572,0.748951,0.654815,0.570848,12.558866,2.558739,1.043806,0.936091,0.519866,7.763072,1.498147,1.118726,2.098779,2.032187,10.187967,3.149809,1.666429,1.373723,1.872049,10.892507,1.576114,1.026477,0.740329,0.751324,7.671772,1.609979,1.369779,0.969035,0.468346,7.498618,1.853741,2.675654,2.124072,0.892251,7.663197,1.410201,1.956658,1.744776,1.310449,17.59058,1.863664,1.424888,1.371445,0.778927,22.853281,1.643922,1.236415,1.460131,0.879384,63.869942,6.963367,1.701079,1.458,0.695054,24.434635,1.753755,1.118322,0.956502,0.731341,
goutamspell.severeanxiety.csv,30.240721,1.142596,0.819133,0.767505,0.49506,44.736885,3.337917,1.0177,1.238453,0.709317,16.644861,0.827898,0.753542,0.741961,0.55558,14.081999,2.566926,1.001907,1.000081,0.521888,6.04216,1.365624,1.052897,2.380464,1.740492,10.515882,2.587164,1.451524,1.450325,1.633946,8.234357,1.087321,0.913328,0.762643,0.69144,6.967665,1.437886,1.163027,0.963368,0.439664,7.142843,1.516928,2.364291,2.053469,0.82262,7.609753,1.111972,1.764422,1.703513,1.283026,23.36791,1.572118,1.352571,1.573161,0.749605,27.521744,1.110924,1.259951,1.589157,0.829576,106.812904,10.243093,1.915083,1.718551,0.683924,34.04631,1.653122,1.378886,1.025185,0.740775,
goutamspell.severeanxiety.csv,42.298183,1.350695,0.951058,0.911831,0.532559,57.564728,4.917943,0.998255,1.389033,0.744698,19.099253,0.562453,0.803862,0.898211,0.56356,17.031952,2.603584,1.035103,1.208122,0.566989,4.638022,1.334796,0.969563,2.865516,1.559677,11.070053,2.040757,1.282041,1.738758,1.587772,6.009766,0.845723,0.813407,0.882285,0.714717,6.25095,1.554627,0.992085,1.082342,0.447943,6.720537,1.329337,2.10102,2.132343,0.838696,7.612055,0.892847,1.640423,1.849159,1.380881,29.478453,1.492708,1.373765,1.914255,0.791579,31.957239,0.738407,1.316289,1.824444,0.821316,154.805283,13.957021,2.156536,2.030826,0.720405,47.460239,1.856444,1.699137,1.195253,0.767112,
goutamspell.severeanxiety.csv,52.32159,1.678595,1.098523,1.097637,0.587296,69.011711,6.474936,1.038355,1.591709,0.763223,20.316883,0.36613,0.914033,1.066159,0.593911,21.364361,2.611395,1.125807,1.474349,0.636638,3.758631,1.386234,0.880094,3.417551,1.472494,11.673196,1.588845,1.151494,2.117905,1.65284,4.509353,0.898064,0.733335,1.0334,0.792539,5.685543,1.970572,0.89456,1.248845,0.495744,6.479672,1.356061,1.962325,2.277649,0.956659,7.765719,0.786332,1.613729,2.147763,1.580632,34.83403,1.608337,1.510358,2.283126,0.892057,34.724422,0.54778,1.41032,2.058632,0.856397,194.918518,17.05826,2.386606,2.286499,0.796556,55.307663,2.275056,2.006941,1.403646,0.802173,
goutamspell.severeanxiety.csv,57.136757,1.97469,1.233014,1.260888,0.651467,76.02726,7.487533,1.112798,1.75673,0.763008,19.714603,0.244762,1.062434,1.187039,0.650469,26.13028,2.552767,1.250922,1.693029,0.718865,3.336076,1.471385,0.788941,3.880683,1.475481,12.372084,1.262163,1.039558,2.433375,1.773461,3.662309,1.20092,0.667293,1.146181,0.897594,5.211235,2.61721,0.870572,1.385751,0.580656,6.308954,1.626184,1.935267,2.410604,1.186388,7.805995,0.823405,1.643206,2.541878,1.899132,37.140514,1.884112,1.697251,2.566824,1.047365,34.967148,0.524871,1.51003,2.194976,0.939998,213.604889,18.480368,2.525804,2.403389,0.907921,61.125023,2.712897,2.224767,1.578342,0.848335,
goutamspell.severeanxiety.csv,54.863808,2.08022,1.347376,1.347641,0.721162,75.395828,7.617664,1.19231,1.806588,0.751032,17.435869,0.179864,1.208513,1.222189,0.731691,30.07288,2.401132,1.407616,1.786571,0.804065,3.226219,1.510561,0.699975,4.126688,1.553056,13.025412,1.005228,0.93414,2.557189,1.902466,3.347317,1.63799,0.618443,1.176251,1.004241,4.870943,3.337064,0.911474,1.448525,0.688504,6.200727,2.074436,1.97265,2.493078,1.510927,7.679686,0.982299,1.68283,2.952958,2.336813,35.915554,2.234038,1.867354,2.686721,1.243505,31.855713,0.614651,1.584823,2.178724,1.067222,205.381165,17.705,2.595263,2.359394,1.044866,56.491032,2.976117,2.315589,1.657727,0.907695,
goutamspell.severeanxiety.csv,45.985706,1.934837,1.456707,1.330163,0.790854,66.832832,6.926471,1.261206,1.704825,0.735816,13.926221,0.170629,1.316229,1.161508,0.824762,31.93511,2.171887,1.60391,1.725129,0.88383,3.272944,1.445603,0.618896,4.110404,1.674181,13.384154,0.771373,0.821544,2.43441,2.00088,3.387258,2.071379,0.590858,1.114568,1.094797,4.574035,3.920594,1.000396,1.430873,0.794828,5.998927,2.551976,2.026694,2.52679,1.875447,7.191671,1.189377,1.700856,3.317168,2.825693,30.685097,2.526685,2.003669,2.621558,1.446714,26.331858,0.756509,1.639944,2.008595,1.214076,172.773392,14.973225,2.679295,2.195736,1.184787,48.33461,2.924103,2.316592,1.611317,0.973714,
