Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,Column1
adityaspell.lightanxiety.csv,26.524153,6.217191,15.282616,5.215512,22.004576,35.625542,18.682621,10.361219,6.764275,18.199703,2.283662,2.647843,4.405393,4.606162,11.709811,37.334358,5.907132,10.206211,7.134564,22.52647,2.063938,3.07483,5.484296,10.976439,37.559086,0.938524,2.752251,4.341852,6.088046,23.11871,1.775143,4.10897,9.135077,6.29046,20.634695,1.136621,1.838427,4.268637,2.581194,8.131659,2.422446,3.519593,6.590407,5.752593,12.069081,3.59408,6.301398,10.628546,8.440118,17.869911,32.538307,6.155362,13.018466,4.10327,23.064781,5.445927,5.705605,10.903955,10.41087,24.561283,48.628971,10.09567,12.112505,5.850019,19.926788,29.302927,8.075773,18.122993,5.117008,21.912209,
adityaspell.lightanxiety.csv,18.206303,6.762416,19.714642,5.409188,22.64711,30.077528,22.231743,11.657905,6.879803,18.459259,1.458897,2.549277,5.182104,4.964355,11.820045,47.203445,6.173595,12.392183,7.481233,22.56856,2.2781,3.114026,6.923672,11.175104,38.980858,0.72579,2.787266,5.330032,6.571276,23.566092,1.386564,4.02093,11.945473,7.06542,21.160761,0.978661,1.80326,5.481784,2.802052,8.440363,2.549821,3.591375,8.238475,6.542289,12.651257,4.075344,6.306962,13.623163,9.368664,18.448662,51.014206,7.051234,17.131908,4.345093,23.79488,4.990673,5.2739,13.632163,11.331517,24.715666,63.754799,10.176169,14.973127,6.508761,20.309992,17.674669,8.512512,22.523853,5.341659,23.635592,
adityaspell.lightanxiety.csv,14.745385,7.669317,22.771038,5.828897,22.242279,27.533552,24.464861,12.296672,6.856884,18.14292,1.056877,2.267416,5.481114,5.220927,11.581812,54.799591,6.207658,13.817754,7.619713,21.525974,2.675575,3.050512,7.846597,10.958529,38.910442,0.606824,2.63379,5.849862,6.722133,22.787724,1.264178,3.777684,13.679517,7.594447,20.795498,0.87689,1.719918,6.223046,2.979959,8.47344,2.778248,3.545418,9.201946,7.173234,13.008209,4.770558,6.044203,15.337933,10.295073,18.774632,71.911049,7.647799,19.69276,4.858239,23.692146,5.413241,4.673949,15.21814,12.114741,24.420111,78.277046,9.824173,16.386488,7.168033,20.091152,12.084859,8.964641,25.279324,5.790925,24.893715,
adityaspell.lightanxiety.csv,14.420329,8.790151,23.581928,6.306104,21.277435,33.459812,24.981213,12.307358,6.642986,17.652149,1.111799,1.938385,5.17107,5.287933,11.290631,58.732327,6.090029,14.044986,7.485324,19.98649,3.208925,2.888662,8.015659,10.363523,38.001003,0.789813,2.343638,5.753431,6.41539,21.25609,1.60228,3.514918,13.838631,7.722158,19.968227,0.994211,1.682892,6.284284,3.077697,8.396763,3.250858,3.476319,9.202833,7.484864,13.338006,5.756424,5.703233,15.262024,10.998607,19.165712,89.835655,8.174194,19.920282,5.541281,23.173223,6.678214,4.248508,15.140592,12.561547,24.340351,87.57795,9.497064,15.893536,7.642529,19.690676,11.184197,9.352939,25.568857,6.342456,25.75919,
adityaspell.lightanxiety.csv,15.73043,9.815803,21.900856,6.65134,20.235575,47.099236,23.938942,11.628996,6.264177,17.264124,1.945235,1.704131,4.31642,5.12476,11.113484,58.070709,5.907379,12.916662,7.10104,18.500006,4.677719,2.682129,7.436292,9.48685,36.919914,1.666112,2.025051,5.078966,5.701367,19.541737,3.009672,3.390027,12.412712,7.425486,19.072582,1.609052,1.774747,5.661417,3.082424,8.324615,4.446184,3.443701,8.238493,7.405119,13.720852,7.728313,5.438169,13.477345,11.293112,19.76067,100.517998,8.71349,17.772003,6.269985,22.567493,9.616097,4.221998,13.419249,12.530786,24.748625,90.502762,9.542296,13.681766,7.800014,19.373434,13.546772,9.517852,23.255749,6.876213,26.151024,
adityaspell.lightanxiety.csv,18.449234,10.559732,18.351347,6.757358,19.345123,64.529709,22.000057,10.558522,5.82588,16.958874,3.947896,1.672634,3.168201,4.748256,10.994846,53.660133,5.803366,10.68899,6.540624,17.30665,7.678968,2.552885,6.359693,8.492661,36.017738,3.559445,1.816168,4.040865,4.774408,18.028051,5.898654,3.568482,9.908049,6.797121,18.246653,2.930623,2.074924,4.574389,2.998587,8.235394,6.727262,3.531248,6.618364,6.952968,14.000011,11.090314,5.395591,10.622189,11.065966,20.334023,102.0056,9.347109,14.018251,6.91172,21.903084,14.870407,4.685549,10.633015,11.976542,25.325283,86.530663,10.068614,10.503018,7.596955,19.069576,18.420475,9.512744,19.077269,7.311526,25.800175,
adityaspell.lightanxiety.csv,22.010794,11.097524,14.101394,6.644708,18.54685,84.916344,19.828131,9.450191,5.484187,16.472195,7.091594,1.905681,2.057987,4.23024,10.724767,46.145054,5.93751,7.959887,5.90641,16.300488,12.555363,2.600284,5.127004,7.631575,35.2728,6.304765,1.816436,2.935601,3.877291,16.791992,10.18156,4.121742,7.104703,6.003041,17.359022,4.828912,2.597077,3.365019,2.845146,8.000524,9.868715,3.80633,4.826404,6.236728,13.891276,15.707881,5.66183,7.615692,10.328897,20.422251,92.15522,10.199211,9.849145,7.332928,20.957357,22.231031,5.646713,7.659654,10.973167,25.376776,76.63858,11.249306,7.344493,7.075394,18.474669,24.119036,9.645823,14.265546,7.633667,24.428514,
adityaspell.lightanxiety.csv,26.132418,11.661399,10.345033,6.389386,17.647696,100.2164,18.28677,8.774876,5.326096,15.535318,11.065078,2.354743,1.255502,3.653655,10.110179,39.330235,6.432708,5.452859,5.286616,15.222075,19.031374,2.843347,4.029651,7.127106,34.400196,9.591966,2.043092,2.013485,3.169812,15.682837,15.560113,4.963437,4.725144,5.199306,16.181156,7.190816,3.253367,2.344833,2.643873,7.491902,13.794625,4.260092,3.309555,5.39834,13.178782,21.431953,6.193346,5.222279,9.224158,19.631563,79.238579,11.228349,6.342431,7.391986,19.503746,31.233614,6.912058,5.25044,9.667117,24.308195,67.647621,13.013403,4.918871,6.30493,17.32757,30.086569,10.184319,10.03211,7.80818,21.978619,
adityaspell.lightanxiety.csv,29.972488,12.539307,7.68385,6.08524,16.521271,107.889839,17.914194,8.702346,5.360928,14.095331,14.844188,2.882215,0.840927,3.099484,9.131207,34.562653,7.248841,3.667655,4.738511,13.904913,25.419134,3.186934,3.209243,7.148027,33.11412,12.570767,2.415228,1.372962,2.703992,14.540273,20.648668,5.817525,3.094933,4.507554,14.620776,9.307445,3.860043,1.645602,2.423207,6.692127,17.317478,4.756001,2.261047,4.577649,11.888256,26.7876,6.774514,3.697826,7.99988,17.935713,63.960617,12.126461,3.968885,7.027741,17.559008,39.469555,8.136555,3.683341,8.264883,22.025377,64.327454,15.326275,3.431792,5.377986,15.648685,34.841057,11.292186,6.981979,7.774611,18.742851,
adityaspell.lightanxiety.csv,33.380287,13.857186,6.124979,5.815606,15.146049,106.483879,18.959429,9.326582,5.55274,12.336586,17.433758,3.341464,0.72312,2.690538,7.947022,32.32943,8.260859,2.771472,4.388169,12.371313,29.957279,3.499524,2.674113,7.947004,31.359289,14.699967,2.782969,1.007066,2.552605,13.340087,24.168695,6.369673,2.150935,4.098374,12.81025,10.724081,4.230052,1.264803,2.260574,5.719454,19.657372,5.114772,1.672362,3.964857,10.316319,30.268003,7.176025,2.883169,7.020358,15.766623,54.817863,12.681773,2.649499,6.421209,15.414938,44.824139,8.995502,2.840069,7.102536,18.963373,67.463951,18.003839,2.69802,4.532811,13.749602,38.642078,12.861217,5.089981,7.588624,15.307295,
adityaspell.lightanxiety.csv,35.477962,15.451462,5.234592,5.713527,13.604439,99.855278,21.072903,10.582036,5.87544,10.587718,17.987162,3.616305,0.749985,2.552062,6.790208,30.076525,9.308403,2.612506,4.401754,10.791869,31.009665,3.633124,2.381478,9.663254,29.322935,15.461404,3.003674,0.861207,2.799076,12.197623,24.909107,6.391476,1.626363,4.14012,11.036273,10.916124,4.250087,1.126176,2.251297,4.766863,19.94079,5.192318,1.441557,3.733761,8.871378,30.612574,7.231899,2.465151,6.604133,13.794954,46.489929,12.60563,1.975926,5.965707,13.469664,45.334614,9.248636,2.418245,6.541571,15.82021,75.284592,20.473726,2.407888,4.110806,12.043344,40.482407,14.493284,3.940859,7.460374,12.306575,
adityaspell.lightanxiety.csv,36.49638,16.89603,4.596682,5.883118,12.127546,94.103767,23.297815,12.109788,6.296543,9.238709,16.431641,3.63609,0.812166,2.74847,5.890415,26.725321,10.355252,2.930757,4.879858,9.47211,28.277088,3.483173,2.278007,12.16118,27.377506,14.878119,2.998306,0.880476,3.476628,11.349267,22.753473,5.860195,1.296158,4.699234,9.66075,9.912596,3.935923,1.156498,2.450961,4.030259,18.150326,4.957285,1.467099,3.946523,7.877718,27.545109,6.929862,2.259262,6.835856,12.566748,40.012989,11.723904,1.621879,6.035164,12.09605,40.967789,8.822225,2.201555,6.786996,13.290564,82.426094,21.91946,2.382514,4.361213,10.885962,40.673714,15.624586,3.171798,7.586676,10.244791,
adityaspell.lightanxiety.csv,36.233833,17.557436,4.033692,6.260283,10.909345,94.160416,24.662165,13.405681,6.744981,8.503136,13.512732,3.406403,0.863147,3.215276,5.343857,21.690641,11.365915,3.461258,5.735296,8.625484,22.967337,3.056193,2.338406,14.999955,25.799694,13.327959,2.753333,1.000878,4.492583,10.942759,18.63714,4.918041,1.057668,5.651428,8.886443,8.130488,3.394948,1.280356,2.816116,3.587353,15.02704,4.470259,1.644719,4.491153,7.363199,22.399784,6.375102,2.20722,7.505328,12.155472,33.386669,10.146146,1.435876,6.720524,11.393974,33.648251,7.863613,2.084087,7.710254,11.688139,85.332962,21.808018,2.4783,5.268698,10.359947,39.447124,15.727296,2.62329,7.986029,9.257251,
adityaspell.lightanxiety.csv,34.475151,16.974844,3.474757,6.624657,9.996209,99.145821,24.586441,13.871996,7.075989,8.330681,10.235494,2.983474,0.867984,3.748661,5.074454,16.077538,12.188273,3.924173,6.656168,8.238637,16.928436,2.475157,2.456374,17.476563,24.655521,11.355675,2.325959,1.136985,5.582985,10.924501,14.045185,3.808565,0.872419,6.670891,8.649304,6.230775,2.776131,1.407667,3.198297,3.367439,11.655074,3.845289,1.848344,5.098277,7.070263,16.858789,5.687772,2.257674,8.176108,12.138198,27.010576,8.035557,1.367457,7.738925,11.14247,25.880709,6.606513,1.97831,8.835765,10.85587,81.991928,19.820015,2.538783,6.514332,10.237613,37.020641,14.586474,2.183814,8.440717,9.049319,
adityaspell.lightanxiety.csv,31.262308,15.132329,2.949881,6.771552,9.310709,106.476601,22.83564,13.13139,7.149268,8.485908,7.451063,2.449042,0.839257,4.117548,4.92668,11.041827,12.658243,4.125371,7.261619,8.129711,11.830047,1.908123,2.51037,18.795084,23.884829,9.31885,1.830257,1.21776,6.382318,11.095324,10.220245,2.79313,0.758554,7.372205,8.709407,4.697198,2.221946,1.469409,3.418453,3.237183,8.837769,3.23196,1.98095,5.479008,6.700787,12.347936,5.014355,2.396429,8.474802,11.960703,21.508482,5.878464,1.456363,8.62552,11.005216,19.498581,5.328533,1.907521,9.618122,10.411732,72.574173,16.325487,2.532176,7.628398,10.181351,33.762482,12.423841,1.882967,8.676356,9.140864,
adityaspell.lightanxiety.csv,26.418337,12.439426,2.544006,6.588189,8.745579,111.533211,19.606323,11.233562,6.924628,8.709651,5.525008,1.903406,0.812258,4.181729,4.783594,7.285818,12.585671,3.967136,7.302938,8.096862,8.429654,1.506533,2.429358,18.425631,23.405241,7.455676,1.400213,1.209858,6.627828,11.234841,7.722213,2.050035,0.71116,7.496607,8.810074,3.72461,1.7998,1.417024,3.361435,3.108801,6.957873,2.726759,1.984885,5.467629,6.164048,9.495943,4.451805,2.588308,8.247955,11.341723,18.241434,4.053185,1.727684,8.994098,10.771723,15.401562,4.249832,1.893151,9.709639,10.064649,59.331005,12.202297,2.584199,8.246017,9.977789,29.514044,9.782128,1.790823,8.494716,9.182131,
adityaspell.lightanxiety.csv,20.32086,9.504616,2.453182,6.075452,8.223585,109.47905,15.608294,8.722171,6.484457,8.816754,4.166028,1.437685,0.884392,3.927675,4.604692,4.959846,11.849309,3.608189,6.768405,8.003396,6.4208,1.336771,2.276465,16.459093,23.323505,5.568913,1.109897,1.146621,6.261971,11.197637,6.190136,1.619494,0.748903,7.001636,8.785622,3.060373,1.489401,1.272165,3.029008,2.974422,5.636285,2.335715,1.916021,5.086922,5.597756,7.789185,4.000237,2.930934,7.572823,10.363247,16.092398,2.822795,2.361104,8.691958,10.404787,12.396072,3.449988,2.099159,9.056458,9.716997,45.154278,8.535284,3.046651,8.221822,9.596876,24.303181,7.284385,2.139245,7.884352,9.033436,
adityaspell.lightanxiety.csv,14.147128,6.942856,2.812527,5.320687,7.675159,99.407455,11.808202,6.389029,5.922307,8.672002,3.259505,1.130214,1.140598,3.43931,4.371012,4.076741,10.505849,3.318044,5.822373,7.746797,5.19552,1.413445,2.177262,13.503036,23.829588,3.907797,0.973022,1.096144,5.428033,10.927268,5.176297,1.443024,0.893117,6.029549,8.547387,2.550195,1.228741,1.106583,2.515288,2.846455,4.610888,2.025822,1.895497,4.477194,5.177943,6.629737,3.645925,3.547764,6.631233,9.283361,14.207956,2.335734,3.519037,7.795922,9.915303,10.209475,2.949415,2.689386,7.842781,9.314456,32.587078,6.149751,4.207514,7.61788,9.081609,18.968903,5.43752,3.103906,6.985312,8.669413,
adityaspell.lightanxiety.csv,9.333949,5.249043,3.625252,4.473872,7.096599,82.054161,8.868404,4.754586,5.317903,8.249018,2.529261,1.041762,1.610461,2.875438,4.09691,4.320435,8.93134,3.355699,4.726595,7.316209,4.215953,1.75339,2.30095,10.436035,25.028357,2.531029,0.974489,1.128935,4.417474,10.468103,4.299284,1.486104,1.162396,4.880776,8.129161,1.97444,0.990711,1.011929,1.982851,2.750152,3.516558,1.796838,2.020254,3.853802,5.017347,5.425732,3.44579,4.470811,5.68199,8.398104,11.778463,2.646355,5.14584,6.601307,9.368079,8.010163,2.81888,3.737404,6.445817,8.871438,23.839121,5.464521,6.03853,6.672462,8.524213,14.759978,4.616443,4.653997,6.031699,8.169121,
adityaspell.lightanxiety.csv,8.67166,4.578159,4.652561,3.730734,6.582207,66.414894,7.106354,3.917878,4.747188,7.669608,2.566514,1.188172,2.200197,2.411687,3.844285,5.961403,7.614913,3.732483,3.77721,6.835763,3.944262,2.333173,2.710743,8.075909,26.759588,1.886252,1.083464,1.264544,3.59023,9.946633,4.073118,1.850901,1.561949,3.922149,7.681472,1.687671,0.816344,1.035027,1.592486,2.716921,2.717631,1.709347,2.305022,3.410161,5.117805,4.650509,3.465441,5.519219,4.980862,7.930139,10.090111,3.621572,6.874988,5.50157,8.878958,7.518196,3.105038,5.052227,5.289201,8.493124,20.041582,5.994836,8.068347,5.702992,8.051134,14.470737,4.838815,6.410985,5.271596,7.703213,
adityaspell.lightanxiety.csv,14.761229,4.994956,5.591074,3.273706,6.223179,55.667587,6.504718,3.702089,4.284469,7.097759,3.859156,1.593931,2.746888,2.168176,3.670332,9.00299,6.86699,4.30587,3.196185,6.456498,4.975321,3.10255,3.311912,6.829622,28.417551,2.102408,1.283861,1.465111,3.182843,9.464875,5.154711,2.698717,2.076874,3.416073,7.344252,1.857646,0.774914,1.162284,1.428559,2.748589,2.518739,1.820279,2.680349,3.235105,5.35256,4.807901,3.730726,6.426554,4.703604,7.907773,10.610826,4.988888,8.179606,4.807096,8.514205,9.720734,3.89816,6.276143,4.665232,8.257707,20.710535,6.925659,9.616606,4.986403,7.721971,20.320293,6.014731,7.856153,4.870199,7.397008,
adityaspell.lightanxiety.csv,29.546854,6.48341,6.09591,3.184936,6.051182,54.134396,6.64019,3.80428,3.9956,6.653319,7.007309,2.25579,3.090108,2.17962,3.598211,13.523946,6.787261,4.778159,3.071134,6.27359,8.124146,3.984784,3.89367,6.656043,29.126911,3.436283,1.547691,1.667884,3.204487,9.028849,8.010476,4.105942,2.687421,3.408042,7.157495,2.887435,0.911078,1.340067,1.479696,2.81257,3.449206,2.123121,3.0382,3.306817,5.53829,6.584527,4.192852,6.995319,4.869195,8.172168,15.407596,6.441853,8.656546,4.649289,8.27165,16.053425,5.242603,7.04707,4.650249,8.162073,25.776686,7.539928,10.130283,4.680464,7.517079,33.830593,7.937002,8.503134,4.859249,7.273468,
adityaspell.lightanxiety.csv,51.347416,8.736868,6.002283,3.43549,6.013996,57.452183,6.94876,3.942907,3.930073,6.356308,11.56079,3.11105,3.163131,2.408787,3.599934,18.523367,7.221992,4.910593,3.366332,6.280442,12.973073,4.877217,4.260808,7.211224,28.124022,5.476289,1.856203,1.816974,3.488242,8.548627,12.264319,5.977336,3.36937,3.767925,7.040671,4.480896,1.212037,1.508248,1.67402,2.855609,5.227296,2.550783,3.272213,3.520019,5.51332,9.707785,4.721694,7.129651,5.325697,8.44354,22.601479,7.692891,8.232272,4.981092,8.09312,25.35256,7.008032,7.19122,5.140368,8.116889,34.302807,7.539691,9.512962,4.793252,7.361935,53.225292,10.201462,8.185295,5.160026,7.247628,
adityaspell.lightanxiety.csv,75.049034,11.190003,5.380128,3.896047,6.003922,63.671429,7.114269,3.904817,4.124764,6.147933,16.836567,3.992523,3.000138,2.764472,3.612802,23.35104,7.774173,4.642852,3.965174,6.385919,18.613157,5.627454,4.311019,7.99592,25.220028,8.065116,2.168882,1.887026,3.793886,7.926674,17.112066,7.93609,4.071812,4.267175,6.85656,6.499218,1.602612,1.63954,1.918671,2.830845,7.688853,2.994069,3.337054,3.73452,5.211399,13.636796,5.124487,6.855439,5.817355,8.457751,32.301338,8.394008,7.176147,5.619492,7.896368,36.067924,8.805537,6.776921,5.915037,7.995688,42.845852,6.89462,8.044592,5.219925,7.165128,73.823059,12.182239,7.073117,5.624197,7.187657,
adityaspell.lightanxiety.csv,92.949234,13.09821,4.532893,4.421906,5.926615,71.504539,7.295936,3.770098,4.573506,5.949481,21.561577,4.679978,2.727583,3.153637,3.577728,26.364571,8.020288,4.140263,4.711895,6.470485,23.562038,6.049542,4.084258,8.591409,20.967678,10.374261,2.415175,1.8847,3.938679,7.143798,21.495825,9.443398,4.711047,4.702557,6.506812,8.274081,1.967748,1.744644,2.145308,2.721621,10.082094,3.316858,3.282981,3.885923,4.693058,17.790295,5.226539,6.353171,6.177894,8.097795,38.797489,8.417654,5.937678,6.359755,7.625016,45.427067,10.13154,6.094922,6.755283,7.71066,53.115635,5.900455,6.348214,5.83573,6.87587,89.167542,13.214786,5.641352,6.131163,7.001159,
adityaspell.lightanxiety.csv,100.08786,13.84372,3.836684,4.862044,5.728103,80.668991,7.884411,3.685939,5.154193,5.70923,24.454891,4.974188,2.506237,3.475588,3.455964,26.769106,7.741589,3.718198,5.403119,6.428369,25.924183,6.039209,3.783561,8.736424,16.36965,11.982058,2.529194,1.827934,3.815223,6.262784,24.252829,10.030424,5.193198,4.917982,5.972497,9.509418,2.19427,1.835691,2.297549,2.539258,11.747365,3.406464,3.173971,3.933535,4.08296,20.702534,4.953252,5.800886,6.305367,7.386531,46.91074,7.775663,4.955027,6.993708,7.244772,51.066246,10.557988,5.498426,7.439982,7.235043,62.564865,4.967952,4.980456,6.482487,6.48185,95.572617,12.832435,4.424436,6.568535,6.654255,
adityaspell.lightanxiety.csv,93.809929,13.261117,3.543623,5.0541,5.394139,89.018944,8.959777,3.743242,5.642286,5.401421,24.955072,4.75997,2.43138,3.61101,3.236224,24.117224,6.948597,3.634339,5.806666,6.192196,25.209358,5.549963,3.648258,8.297206,12.330721,12.187991,2.448634,1.717176,3.402735,5.373335,24.544733,9.465537,5.397945,4.801462,5.304187,9.807685,2.20944,1.886139,2.317379,2.30881,12.21675,3.178577,3.020607,3.825622,3.491449,21.930368,4.311476,5.269523,6.135714,6.420652,52.199486,6.573904,4.362394,7.277376,6.732505,51.783672,9.88493,5.176573,7.723321,6.596863,75.53759,4.542167,4.227705,6.927854,5.982286,91.036942,11.135179,3.753869,6.777904,6.157723,
adityaspell.lightanxiety.csv,79.11039,11.721675,3.674684,4.903153,4.933325,103.293823,10.66177,4.022912,5.876482,5.020031,23.128691,4.134111,2.489861,3.485361,2.930271,19.875618,5.938262,3.926504,5.760445,5.742406,21.821703,4.679336,3.840376,7.305953,9.298862,11.207025,2.177177,1.565801,2.801789,4.548244,22.499704,7.908634,5.261873,4.369903,4.588871,9.333118,2.044363,1.874852,2.184541,2.055327,11.429414,2.668137,2.833319,3.55322,2.977342,20.953825,3.469071,4.776758,5.699365,5.338117,60.23753,5.118745,4.122206,7.070746,6.083134,48.110172,8.361354,5.107839,7.464653,5.854479,90.811333,4.893286,4.063736,6.988729,5.384973,80.95105,8.726443,3.660232,6.631887,5.544844,
adityaspell.lightanxiety.csv,60.270874,10.0174,4.032222,4.451783,4.391885,140.103378,15.651835,4.971636,5.920758,4.626358,19.752834,3.331981,2.572334,3.122898,2.57796,15.258214,5.092448,4.415277,5.268002,5.133634,17.367393,3.661431,4.312924,5.978001,7.288188,9.503451,1.790981,1.385147,2.189726,3.84559,18.981665,5.87572,4.812097,3.761123,3.923046,8.386801,1.798999,1.78457,1.935647,1.805313,9.93885,2.023748,2.606474,3.16731,2.563637,18.803663,2.674533,4.280746,5.129046,4.322534,67.164444,3.762344,3.967101,6.437087,5.349329,41.66177,6.512359,5.088917,6.731604,5.102027,107.260376,5.912262,4.188204,6.651371,4.743145,67.989059,6.464246,3.879491,6.133921,4.88533,
adityaspell.lightanxiety.csv,44.344025,8.815559,4.35111,3.847752,3.843735,215.783524,26.877632,7.113697,5.998382,4.325015,15.830154,2.602854,2.551788,2.62706,2.231298,11.476822,4.681991,4.816704,4.479851,4.472112,13.47975,2.760907,4.866569,4.636211,6.077111,7.836775,1.407664,1.19963,1.712188,3.283751,15.226024,3.982433,4.173666,3.137482,3.361602,7.463211,1.586027,1.62877,1.639906,1.577754,8.444512,1.431212,2.346097,2.754143,2.250336,16.524954,2.132844,3.756284,4.582354,3.533447,74.009987,2.800531,3.719354,5.592209,4.626641,34.512726,4.873288,4.902543,5.745156,4.43263,121.026985,7.183723,4.314793,6.060995,4.145076,57.688129,4.989362,4.090323,5.408135,4.267249,
adityaspell.lightanxiety.csv,33.951141,8.340341,4.40945,3.244424,3.365643,338.274719,45.275063,10.558603,6.299729,4.19095,12.303668,2.136622,2.351823,2.118823,1.936337,9.086486,4.753639,4.870507,3.603603,3.868802,11.177737,2.183501,5.277916,3.555415,5.391826,6.771828,1.138171,1.027754,1.422928,2.849384,12.278562,2.684904,3.485169,2.601396,2.913172,6.822283,1.480357,1.43284,1.359067,1.383205,7.504772,1.04054,2.069356,2.384075,2.027072,15.010775,1.951365,3.205345,4.128231,3.047414,77.076599,2.377864,3.319379,4.747138,4.016501,28.260876,3.840345,4.432151,4.73835,3.909326,126.724396,8.204353,4.259439,5.370332,3.677789,50.277634,4.46582,4.04733,4.603223,3.767053,
adityaspell.lightanxiety.csv,28.541628,8.37798,4.133401,2.726917,3.006202,490.7901,67.526222,14.788218,6.83207,4.215267,9.385313,2.002277,1.993332,1.683041,1.717794,7.958999,5.140437,4.497028,2.813913,3.395237,10.389584,2.00994,5.401392,2.87462,5.055689,6.370534,1.047618,0.902322,1.275531,2.534012,10.367448,2.128931,2.86988,2.173844,2.56461,6.353497,1.486853,1.234009,1.126959,1.224332,7.108871,0.913766,1.806035,2.075132,1.880461,14.255407,2.099924,2.666334,3.736872,2.846402,73.660515,2.493441,2.860752,4.023526,3.577805,22.842899,3.557431,3.74008,3.860689,3.549128,118.245468,8.548733,4.024943,4.67973,3.379595,44.03896,4.663317,3.708245,3.830187,3.419081,
adityaspell.lightanxiety.csv,25.902504,8.41613,3.599241,2.329681,2.772702,626.360962,87.396767,18.689098,7.396053,4.309343,7.189819,2.109579,1.567782,1.363304,1.57626,7.963564,5.523025,3.806766,2.219553,3.069349,10.343402,2.191804,5.247271,2.62019,5.013532,6.256115,1.143665,0.867093,1.1992,2.340221,9.148703,2.160234,2.393816,1.83986,2.307526,5.878695,1.55683,1.06136,0.954537,1.101432,7.057739,1.019786,1.570936,1.810932,1.792643,13.824931,2.473269,2.167707,3.353827,2.83633,64.577148,2.980788,2.44525,3.476057,3.315416,18.466091,3.856296,2.990388,3.193239,3.332758,98.526192,8.12356,3.672777,4.05437,3.229759,37.806671,5.076008,3.177677,3.174707,3.212724,
adityaspell.lightanxiety.csv,23.136904,8.010611,2.92963,2.040336,2.630141,711.305359,98.387131,20.887848,7.649168,4.349145,5.652191,2.301312,1.164417,1.160395,1.490522,9.056593,5.607211,2.975013,1.840832,2.85925,10.186022,2.583173,4.910327,2.741062,5.199103,6.131286,1.362223,0.930724,1.176298,2.247083,8.445054,2.462306,2.036528,1.594503,2.129755,5.357553,1.622147,0.913411,0.831996,1.01099,7.22558,1.262326,1.347905,1.567339,1.731596,13.740637,2.926202,1.691314,2.94603,2.875947,52.394871,3.658187,2.10969,3.090399,3.182565,15.230297,4.433954,2.297767,2.741939,3.213533,74.358978,7.242571,3.278172,3.511625,3.156895,30.595568,5.303991,2.581213,2.673691,3.097134,
adityaspell.lightanxiety.csv,19.731024,7.184738,2.294003,1.844369,2.534721,701.942322,97.449471,20.509308,7.320439,4.2544,4.762694,2.475312,0.857725,1.05408,1.432412,11.017426,5.255117,2.195373,1.658988,2.721425,9.495667,3.027149,4.516354,3.148341,5.499736,5.694202,1.617736,1.079342,1.234974,2.210544,8.156207,2.768714,1.768516,1.450747,2.012166,4.772027,1.659027,0.781082,0.748437,0.948704,7.299031,1.548841,1.139283,1.342984,1.668519,13.668623,3.350944,1.253559,2.530626,2.857406,41.120281,4.430969,1.889557,2.831003,3.122745,13.354368,5.091208,1.75325,2.479898,3.142919,54.247402,6.704651,2.9415,3.065758,3.09472,23.685698,5.392797,2.082613,2.342354,3.02087,
adityaspell.lightanxiety.csv,15.903636,6.091524,1.807925,1.737709,2.468036,598.507935,85.75589,17.717478,6.382921,4.032989,4.631279,2.551907,0.677636,1.019489,1.384983,13.866918,4.494409,1.592487,1.629412,2.633939,8.588403,3.376492,4.135242,3.723483,5.786359,5.207765,1.820376,1.260404,1.401885,2.186607,8.011269,2.964231,1.558781,1.414768,1.938892,4.328488,1.667502,0.660286,0.695978,0.91424,7.47102,1.805493,0.960316,1.160702,1.595926,13.822594,3.66423,0.929245,2.156653,2.764056,33.760464,5.217433,1.824349,2.678019,3.110904,13.243522,5.639165,1.406587,2.374576,3.100944,44.364025,7.204747,2.79465,2.754221,3.030874,18.477371,5.435259,1.804738,2.180967,2.968973,
