Alpha,Theta,BetaL,BetaH,Gamma,0
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
1.501625,6.090858,1.992307,2.536262,2.010797,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
1.046972,4.212322,1.686496,2.543601,1.996958,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
0.83382,3.282041,1.442614,2.521106,1.935056,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
0.802314,3.167125,1.269966,2.486132,1.842859,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
0.847513,3.631149,1.164856,2.439119,1.741068,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
0.90297,4.177619,1.112977,2.36206,1.652368,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
1.084216,4.875906,1.095702,2.222432,1.586816,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
1.82925,8.704342,1.125245,2.015637,1.540423,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
3.694941,20.576841,1.246612,1.789591,1.494194,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
,,,,,2
