POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
36.920448,1.73681,0.483234,0.917886,0.934282,123.106293,2.850991,1.237783,1.052885,0.975709,8.613051,0.787371,0.446451,0.626079,0.634996,23.224443,0.986231,0.518282,1.180388,0.976358,2.363148,0.290126,0.504419,1.277003,1.386059,3.209273,0.485022,0.643008,0.69684,1.051248,2.491055,0.565662,0.408542,0.68164,0.705122,2.009538,0.423788,0.476578,0.749364,0.588604,2.704307,0.649248,0.620435,0.926167,0.74654,4.30819,1.49356,0.700691,1.427246,1.312177,20.197853,2.329282,1.213481,2.294827,1.725721,19.755875,1.689687,0.764168,1.168158,0.943661,77.925819,8.647257,1.752301,1.820341,1.523826,61.395645,3.595968,0.951747,2.089561,1.550604
42.648811,2.065283,0.408275,1.205588,0.935217,140.568176,2.626796,1.381454,1.547602,1.025739,9.994275,1.029778,0.405195,0.68546,0.61861,25.984203,1.104352,0.450765,1.688406,1.013795,2.274106,0.289106,0.442857,1.400534,1.623329,2.947376,0.587397,0.753581,0.82318,1.050741,2.363506,0.708582,0.474214,0.776431,0.681147,1.916503,0.509558,0.411428,0.862663,0.608692,2.478897,0.860303,0.539727,1.022184,0.749411,4.167346,1.967968,0.578238,1.509019,1.308482,23.005985,2.949817,1.150982,3.093022,1.731193,25.911003,2.153969,0.963145,1.207909,0.950111,99.023552,11.146799,2.156852,2.749845,1.604096,73.37307,4.245195,0.881904,3.277053,1.753133
44.854954,2.284106,0.470008,1.780372,1.02324,156.488388,3.303661,1.893019,2.452435,1.243447,12.09526,1.632804,0.523548,0.85971,0.66434,27.834139,1.276937,0.595265,2.626521,1.191036,2.283438,0.340645,0.441711,1.568375,1.923571,2.895264,0.788819,0.837654,1.016694,1.151168,2.473254,0.996304,0.545261,0.947945,0.72938,2.008646,0.761951,0.406778,1.050026,0.688112,2.397762,1.259183,0.519059,1.207016,0.835098,4.047664,2.578481,0.488417,1.672998,1.375754,24.215685,3.641407,1.237165,4.406336,1.957953,32.008274,2.699326,1.314003,1.408278,1.050524,147.589508,16.805838,3.417334,4.35888,1.878122,82.040062,4.467752,0.998401,5.53763,2.449113
41.666088,2.344246,0.724506,2.653634,1.29239,174.246872,5.235869,2.863182,3.687524,1.750562,14.862091,2.880199,0.901405,1.171086,0.83625,27.729643,1.514779,1.006717,3.94129,1.611734,2.426134,0.445984,0.521352,1.811585,2.346029,3.090521,1.117937,0.923075,1.249482,1.415337,2.851476,1.455805,0.660477,1.201982,0.908231,2.182956,1.239874,0.438732,1.321611,0.869322,2.50186,1.909137,0.566823,1.4957,1.072848,4.154726,3.364971,0.484197,2.00169,1.621873,23.146252,4.496909,1.57011,6.227154,2.644034,36.039032,3.377299,1.732554,1.798896,1.307258,243.244568,28.395613,5.992945,6.537043,2.502785,81.794678,4.255254,1.574598,8.908492,3.972767
33.880478,2.455173,1.252106,3.747293,1.812451,203.939163,8.7735,4.248111,5.009078,2.610367,18.689665,4.914699,1.605439,1.615231,1.20358,26.594948,1.89441,1.728051,5.428326,2.360645,2.822128,0.645918,0.707757,2.195593,2.951843,3.654109,1.568705,1.079473,1.482194,1.878369,3.526714,2.082795,0.895351,1.527599,1.274933,2.55064,1.954335,0.505502,1.678332,1.193672,3.05354,2.823822,0.737992,1.894391,1.514829,4.670861,4.341471,0.700274,2.572985,2.127884,20.430866,5.696053,2.377296,8.346589,3.989529,36.99041,4.294185,2.218771,2.383589,1.795704,385.334625,46.875229,10.051388,8.917236,3.599528,80.786667,4.591391,3.022952,13.022361,6.469132
24.383701,2.836972,2.079645,4.885436,2.558027,249.935669,14.243332,5.819508,6.087533,3.735928,22.788136,7.507382,2.576247,2.141898,1.780192,24.819319,2.490678,2.722885,6.787365,3.417588,3.268576,0.9776,1.004222,2.755083,3.72551,4.141222,2.082306,1.36853,1.674366,2.502665,4.197897,2.801928,1.299231,1.887122,1.830373,2.882273,2.814342,0.637888,2.09188,1.659283,3.810228,3.899378,1.123802,2.377361,2.144574,5.558363,5.415135,1.281897,3.382907,2.876755,17.163006,7.278297,3.835455,10.393733,5.973339,34.517849,5.454892,2.8393,3.113149,2.538165,534.38031,70.507561,15.11711,11.005376,5.142247,79.170677,6.575828,5.501007,17.162273,9.708522
18.006119,3.687866,3.108391,5.821257,3.387162,312.688324,21.671928,7.19031,6.632988,4.877756,26.639454,10.132802,3.639286,2.648517,2.48499,23.409029,3.290411,3.852822,7.706913,4.611871,3.62202,1.434165,1.393143,3.440614,4.533395,4.480443,2.567108,1.80015,1.791628,3.16716,4.85336,3.480338,1.847016,2.211725,2.484766,3.248261,3.629361,0.859535,2.493591,2.195669,4.73005,4.929146,1.77329,2.874478,2.8532,6.839713,6.404218,2.261808,4.300985,3.730676,15.490926,9.017659,5.821283,11.938679,8.255433,30.352139,6.662731,3.625,3.866478,3.44684,651.538696,93.954292,20.043737,12.344821,6.890858,86.355064,10.868653,8.808903,20.418465,13.052988
19.025164,4.898678,4.119963,6.340142,4.085943,379.322754,30.920933,8.104237,6.575501,5.716779,28.923954,12.109799,4.523514,3.025398,3.158486,22.789152,4.193535,4.946778,8.011703,5.660363,3.841654,1.948658,1.832313,4.132735,5.155936,4.649677,2.920203,2.320276,1.820525,3.707365,5.577796,3.970754,2.446276,2.43518,3.082838,3.673835,4.170512,1.160638,2.808252,2.684749,5.741677,5.652853,2.635768,3.300615,3.47478,8.568365,7.066012,3.5041,5.136001,4.477695,16.266169,10.443611,7.896742,12.673885,10.276125,26.214962,7.575876,4.510135,4.495923,4.339892,706.165466,110.691765,23.476145,12.733132,8.449636,105.80468,17.306129,12.487189,22.024065,15.655201
29.904879,6.172857,4.903227,6.34578,4.457869,435.842682,40.970036,8.502903,6.082979,5.995821,29.639231,12.885101,5.001014,3.190737,3.623028,22.872063,5.048214,5.849088,7.729046,6.274947,3.965798,2.409266,2.250763,4.66753,5.378234,4.612169,3.057067,2.807374,1.773557,3.976778,6.345335,4.155068,2.95641,2.514406,3.462301,4.112291,4.283782,1.489745,2.974559,3.003258,6.741044,5.870721,3.549728,3.576024,3.846991,11.03341,7.209348,4.729204,5.708387,4.906823,21.012678,11.067294,9.482174,12.529956,11.485999,24.301908,7.877396,5.325245,4.862017,5.003914,685.08606,115.450401,24.327959,12.278629,9.42423,133.92868,24.743738,15.961131,21.630941,16.794579
49.390045,7.154289,5.296634,5.886491,4.408939,455.429413,49.701088,8.415948,5.449245,5.638061,28.693878,12.278488,4.963991,3.116182,3.756139,22.962553,5.703418,6.428132,7.041854,6.28392,4.096162,2.704946,2.562346,4.892447,5.10003,4.529093,2.951066,3.116688,1.684329,3.909701,7.149944,4.006686,3.240433,2.443902,3.523401,4.524967,3.967372,1.769195,2.963209,3.072632,7.62201,5.541053,4.282136,3.64347,3.877868,13.869713,6.780255,5.601435,5.902073,4.890759,28.797119,10.616444,10.061172,11.66476,11.589113,25.137453,7.443926,5.845865,4.885049,5.276618,612.651489,106.825813,22.50094,11.287405,9.586217,167.573349,31.377165,18.582333,19.426222,16.18078
